time_s,seq,rtt_ms
4.04224,0,2042
4.04234,1,1842
4.04246,2,1642
4.14389,10,143
4.39951,11,199
4.55453,12,154
4.75207,13,152
4.94428,14,144
5.14923,15,149
5.40009,16,200
5.55893,17,158
5.76797,18,167
5.96323,19,163
6.5865,22,186
7.18497,25,184
7.34923,26,149
7.55018,27,150
7.75107,28,151
7.95299,29,152
8.15981,30,159
9.34568,36,145
9.54825,37,148
9.74692,38,146
9.95212,39,152
10.1509,40,150
10.5537,42,153
11.3476,46,147
11.5488,47,148
11.7467,48,146
11.9476,49,147
12.1537,50,153
12.62,52,220
12.7624,53,162
12.9605,54,160
13.1583,55,158
13.3472,56,147
13.5479,57,147
13.7507,58,150
13.9469,59,146
14.3499,61,149
14.5481,62,148
14.7481,63,148
14.9637,64,163
15.1491,65,149
15.3544,66,154
15.5467,67,146
15.748,68,147
15.9486,69,148
16.1528,70,152
16.3808,71,180
16.5532,72,153
16.9519,74,151
17.1941,75,194
17.3776,76,177
18.1811,80,181
18.3549,81,154
18.5469,82,146
18.75,83,149
18.9476,84,147
19.1488,85,148
19.3463,86,146
19.5522,87,152
19.7482,88,148
19.949,89,148
