time_s,seq,rtt_ms
1.014094,0,14.000
1.500326,1,0.000
2.000320,2,0.000
2.868888,3,368.000
3.369986,4,369.000
4.027063,5,527.000
4.378607,6,378.000
4.869908,7,369.000
5.381334,8,381.000
5.866785,9,366.000
6.368498,10,368.000
6.880203,11,380.000
7.376398,12,376.000
7.872395,13,372.000
8.368464,14,368.000
8.875185,15,375.000
9.376803,16,376.000
10.048536,17,548.000
10.368804,18,368.000
10.968994,19,468.000
11.377424,20,377.000
11.873286,21,373.000
13.072861,23,572.000
13.382810,24,382.000
13.868443,25,368.000
14.375198,26,375.000
14.876764,27,376.000
15.760916,28,760.000
16.293691,29,793.000
16.371592,30,371.000
16.873536,31,373.000
17.370001,32,370.000
17.871792,33,371.000
18.373691,34,373.000
18.879276,35,379.000
19.386880,36,386.000
19.867505,37,367.000
