time_s,seq,rtt_ms
1.031132,0,31.000
1.500258,1,0.000
2.000263,2,0.000
2.675403,3,175.000
3.181197,4,181.000
3.681501,5,181.000
4.665511,6,665.000
4.682477,7,182.000
5.182466,8,182.000
5.676931,9,176.000
6.176812,10,176.000
6.682989,11,182.000
7.182754,12,182.000
7.682986,13,182.000
8.177120,14,177.000
8.676935,15,176.000
9.182212,16,182.000
9.688047,17,188.000
10.217006,18,217.000
10.683608,19,183.000
11.178094,20,178.000
11.678721,21,178.000
12.184386,22,184.000
12.678528,23,178.000
13.184039,24,184.000
13.689532,25,189.000
14.184429,26,184.000
14.690552,27,190.000
15.184776,28,184.000
15.679108,29,179.000
16.184664,30,184.000
16.679635,31,179.000
17.179840,32,179.000
17.675053,33,175.000
18.472210,34,472.000
18.674660,35,174.000
19.174289,36,174.000
19.675092,37,175.000
