time_s,seq,rtt_ms
2.026998,0,26.997525
2.200295,1,0.295443
2.400332,2,0.332303
2.600236,3,0.236317
2.800230,4,0.229575
3.000299,5,0.299435
3.200243,6,0.242725
3.400428,7,0.428155
3.600289,8,0.289015
3.800235,9,0.235305
4.000230,10,0.229735
4.200746,11,0.745595
4.400240,12,0.240437
4.600226,13,0.226315
4.800300,14,0.300175
5.000340,15,0.340017
5.200228,16,0.228500
5.400762,17,0.762420
5.600241,18,0.240560
5.800226,19,0.226085
6.000342,20,0.341736
6.200306,21,0.306166
6.400376,22,0.375980
6.600315,23,0.314695
6.801833,24,1.833385
7.000232,25,0.231580
7.200253,26,0.252564
7.400240,27,0.240317
7.600231,28,0.230816
7.801584,29,1.584284
8.000236,30,0.236147
8.200229,31,0.229052
8.400422,32,0.421553
8.600240,33,0.239891
8.800231,34,0.230504
9.000648,35,0.647957
9.200767,36,0.767315
9.400885,37,0.885347
9.600290,38,0.289613
9.800252,39,0.252424
10.000230,40,0.229699
10.201246,41,1.246077
10.400308,42,0.308154
10.601985,43,1.985224
10.802409,44,2.408585
11.001606,45,1.606291
11.202002,46,2.001653
11.400362,47,0.361593
11.600774,48,0.774009
11.806243,49,6.243372
12.003782,50,3.782413
12.201940,51,1.940329
12.401606,52,1.606049
12.602377,53,2.376819
12.801202,54,1.201927
13.001549,55,1.548600
13.202259,56,2.259403
13.400375,57,0.374572
13.604485,58,4.485428
13.802684,59,2.684070
14.000307,60,0.306700
14.200990,61,0.990384
14.414299,62,14.298864
14.600992,63,0.992055
14.800962,64,0.961765
