time_s,x,y,z
0.001000,0.500000,0.000000,0.000000
0.201000,0.500000,0.000000,0.000000
0.401000,0.500000,0.000000,0.000000
0.601000,0.500000,0.000000,0.000000
0.801000,0.500000,0.000000,0.000000
1.001000,0.500000,0.000000,0.000000
1.201000,0.500000,0.000000,0.000000
1.401000,0.500000,0.000000,0.000000
1.601000,0.500000,0.000000,0.000000
1.801000,0.500000,0.000000,0.000000
2.001000,0.500000,0.000000,0.000000
2.201000,0.500000,0.000000,0.000000
2.401000,0.500000,0.000000,0.000000
2.601000,0.500000,0.000000,0.000000
2.801000,0.500000,0.000000,0.000000
3.001000,0.500000,0.000000,0.000000
3.201000,0.500000,0.000000,0.000000
3.401000,0.500000,0.000000,0.000000
3.601000,0.500000,0.000000,0.000000
3.801000,0.500000,0.000000,0.000000
4.001000,0.500000,0.000000,0.000000
4.201000,0.500000,0.000000,0.000000
4.401000,0.500000,0.000000,0.000000
4.601000,0.500000,0.000000,0.000000
4.801000,0.500000,0.000000,0.000000
5.001000,0.501000,0.000000,0.000000
5.201000,0.701000,0.000000,0.000000
5.401000,0.901000,0.000000,0.000000
5.601000,1.101000,0.000000,0.000000
5.801000,1.301000,0.000000,0.000000
6.001000,1.501000,0.000000,0.000000
6.201000,1.701000,0.000000,0.000000
6.401000,1.901000,0.000000,0.000000
6.601000,2.101000,0.000000,0.000000
6.801000,2.301000,0.000000,0.000000
7.001000,2.501000,0.000000,0.000000
7.201000,2.701000,0.000000,0.000000
7.401000,2.901000,0.000000,0.000000
7.601000,3.101000,0.000000,0.000000
7.801000,3.301000,0.000000,0.000000
8.001000,3.501000,0.000000,0.000000
8.201000,3.701000,0.000000,0.000000
8.401000,3.901000,0.000000,0.000000
8.601000,4.101000,0.000000,0.000000
8.801000,4.301000,0.000000,0.000000
9.001000,4.501000,0.000000,0.000000
9.201000,4.701000,0.000000,0.000000
9.401000,4.901000,0.000000,0.000000
9.601000,5.101000,0.000000,0.000000
9.801000,5.301000,0.000000,0.000000
10.001000,5.501000,0.000000,0.000000
10.201000,5.701000,0.000000,0.000000
10.401000,5.901000,0.000000,0.000000
10.601000,6.101000,0.000000,0.000000
10.801000,6.301000,0.000000,0.000000
11.001000,6.501000,0.000000,0.000000
11.201000,6.701000,0.000000,0.000000
11.401000,6.901000,0.000000,0.000000
11.601000,7.101000,0.000000,0.000000
11.801000,7.301000,0.000000,0.000000
12.001000,7.501000,0.000000,0.000000
12.201000,7.701000,0.000000,0.000000
12.401000,7.901000,0.000000,0.000000
12.601000,8.101000,0.000000,0.000000
12.801000,8.301000,0.000000,0.000000
13.001000,8.501000,0.000000,0.000000
13.201000,8.701000,0.000000,0.000000
13.401000,8.901000,0.000000,0.000000
13.601000,9.101000,0.000000,0.000000
13.801000,9.301000,0.000000,0.000000
14.001000,9.501000,0.000000,0.000000
14.201000,9.701000,0.000000,0.000000
14.401000,9.901000,0.000000,0.000000
14.601000,10.101000,0.000000,0.000000
14.801000,10.301000,0.000000,0.000000
15.001000,10.501000,0.000000,0.000000
15.201000,10.701000,0.000000,0.000000
15.401000,10.901000,0.000000,0.000000
15.601000,11.101000,0.000000,0.000000
15.801000,11.301000,0.000000,0.000000
16.001000,11.501000,0.000000,0.000000
16.201000,11.701000,0.000000,0.000000
16.401000,11.901000,0.000000,0.000000
16.601000,12.101000,0.000000,0.000000
16.801000,12.301000,0.000000,0.000000
17.001000,12.501000,0.000000,0.000000
17.201000,12.701000,0.000000,0.000000
17.401000,12.901000,0.000000,0.000000
17.601000,13.101000,0.000000,0.000000
17.801000,13.301000,0.000000,0.000000
18.001000,13.501000,0.000000,0.000000
18.201000,13.701000,0.000000,0.000000
18.401000,13.901000,0.000000,0.000000
18.601000,14.101000,0.000000,0.000000
18.801000,14.301000,0.000000,0.000000
19.001000,14.501000,0.000000,0.000000
19.201000,14.701000,0.000000,0.000000
19.401000,14.901000,0.000000,0.000000
19.601000,15.101000,0.000000,0.000000
19.801000,15.301000,0.000000,0.000000
20.001000,15.501000,0.000000,0.000000
20.201000,15.701000,0.000000,0.000000
20.401000,15.901000,0.000000,0.000000
20.601000,16.101000,0.000000,0.000000
20.801000,16.301000,0.000000,0.000000
21.001000,16.501000,0.000000,0.000000
21.201000,16.701000,0.000000,0.000000
21.401000,16.901000,0.000000,0.000000
21.601000,17.101000,0.000000,0.000000
21.801000,17.301000,0.000000,0.000000
22.001000,17.501000,0.000000,0.000000
22.201000,17.701000,0.000000,0.000000
22.401000,17.901000,0.000000,0.000000
22.601000,18.101000,0.000000,0.000000
22.801000,18.301000,0.000000,0.000000
23.001000,18.501000,0.000000,0.000000
23.201000,18.701000,0.000000,0.000000
23.401000,18.901000,0.000000,0.000000
23.601000,19.101000,0.000000,0.000000
23.801000,19.301000,0.000000,0.000000
24.001000,19.501000,0.000000,0.000000
24.201000,19.701000,0.000000,0.000000
24.401000,19.901000,0.000000,0.000000
24.601000,20.101000,0.000000,0.000000
24.801000,20.301000,0.000000,0.000000
25.001000,20.501000,0.000000,0.000000
25.201000,20.701000,0.000000,0.000000
25.401000,20.901000,0.000000,0.000000
25.601000,21.101000,0.000000,0.000000
25.801000,21.301000,0.000000,0.000000
26.001000,21.501000,0.000000,0.000000
26.201000,21.701000,0.000000,0.000000
26.401000,21.901000,0.000000,0.000000
26.601000,22.101000,0.000000,0.000000
26.801000,22.301000,0.000000,0.000000
27.001000,22.501000,0.000000,0.000000
27.201000,22.701000,0.000000,0.000000
27.401000,22.901000,0.000000,0.000000
27.601000,23.101000,0.000000,0.000000
27.801000,23.301000,0.000000,0.000000
28.001000,23.501000,0.000000,0.000000
28.201000,23.701000,0.000000,0.000000
28.401000,23.901000,0.000000,0.000000
28.601000,24.101000,0.000000,0.000000
28.801000,24.301000,0.000000,0.000000
29.001000,24.501000,0.000000,0.000000
29.201000,24.701000,0.000000,0.000000
29.401000,24.901000,0.000000,0.000000
29.601000,25.101000,0.000000,0.000000
29.801000,25.301000,0.000000,0.000000
