time_s,seq,rtt_ms
2.063122,0,63.122431
2.200249,1,0.249091
2.400271,2,0.271105
2.600240,3,0.239737
2.800229,4,0.228839
3.000309,5,0.308685
3.200235,6,0.235359
3.400232,7,0.231625
3.600359,8,0.359093
3.800243,9,0.243345
4.001655,10,1.655247
4.200232,11,0.231673
4.400310,12,0.309533
4.600429,13,0.429393
4.800330,14,0.330253
5.000243,15,0.243099
5.200518,16,0.517973
5.400295,17,0.294952
5.600244,18,0.243873
5.800250,19,0.249711
6.000745,20,0.744590
6.200236,21,0.236429
6.400226,22,0.226209
6.600255,23,0.255152
6.800243,24,0.243028
7.000442,25,0.442075
7.200356,26,0.355746
7.400788,27,0.787645
7.600230,28,0.230315
7.800269,29,0.269108
8.000773,30,0.772818
8.200229,31,0.229369
8.401102,32,1.102190
8.600242,33,0.242123
8.800230,34,0.229857
9.000319,35,0.319020
9.200241,36,0.241381
9.400229,37,0.228877
9.600292,38,0.291634
9.800530,39,0.530323
10.000288,40,0.287909
10.201042,41,1.041560
10.400241,42,0.240975
10.601434,43,1.433575
10.801153,44,1.153062
11.000866,45,0.865695
11.203014,46,3.013665
11.401397,47,1.397488
11.600383,48,0.382860
11.801009,49,1.008623
12.000586,50,0.586170
12.200255,51,0.255142
12.401682,52,1.681875
12.600375,53,0.375388
12.801019,54,1.019171
13.000941,55,0.940841
13.200954,56,0.954086
13.400290,57,0.289635
13.600461,58,0.460705
13.801148,59,1.147644
14.000817,60,0.817107
14.203470,61,3.469515
14.400782,62,0.781698
14.600409,63,0.409174
14.802886,64,2.886001
15.022438,65,22.437960
15.200324,66,0.323538
15.400230,67,0.230493
15.600330,68,0.329922
15.800256,69,0.255787
16.000801,70,0.800583
16.200834,71,0.834264
16.400252,72,0.252485
16.601363,73,1.362675
16.800780,74,0.779918
17.000451,75,0.451390
17.200642,76,0.642259
17.400593,77,0.593400
17.600259,78,0.258889
17.800494,79,0.493591
18.001152,80,1.152350
18.201235,81,1.234933
18.400810,82,0.809665
18.601035,83,1.034548
18.800960,84,0.960491
19.001112,85,1.111749
19.200347,86,0.346810
19.400788,87,0.787746
19.600234,88,0.233775
19.801867,89,1.867412
20.003376,90,3.375945
20.200232,91,0.232165
20.400567,92,0.566594
20.600259,93,0.259047
20.802407,94,2.406717
21.002155,95,2.155360
21.201391,96,1.391405
21.401664,97,1.663901
21.600446,98,0.445638
21.800316,99,0.316379
22.004034,100,4.033623
22.200258,101,0.258032
22.400374,102,0.374324
22.601532,103,1.532335
22.800768,104,0.767950
23.000505,105,0.504881
23.200225,106,0.225345
23.405683,107,5.683428
