time_s,seq,rtt_ms
2.016612,0,16.612118
2.200225,1,0.225042
2.400259,2,0.258810
2.600242,3,0.242230
2.800382,4,0.382190
3.000301,5,0.300690
3.200239,6,0.239110
3.400231,7,0.230610
3.600314,8,0.313570
3.800244,9,0.243574
4.000227,10,0.227490
4.200319,11,0.319450
4.400243,12,0.243262
4.600233,13,0.233370
4.800262,14,0.262330
5.000241,15,0.240602
5.200230,16,0.230250
5.400250,17,0.250315
5.600238,18,0.237865
5.800227,19,0.227260
6.000256,20,0.256225
6.200239,21,0.239471
6.400359,22,0.359018
6.600315,23,0.314839
6.800237,24,0.236953
7.000234,25,0.233524
7.200271,26,0.271397
7.400241,27,0.241285
7.600423,28,0.423090
7.800256,29,0.255808
8.000367,30,0.367153
8.200233,31,0.232940
8.400308,32,0.308262
8.600239,33,0.238870
8.800230,34,0.229710
9.000299,35,0.299175
9.200236,36,0.236224
9.402023,37,2.023252
9.602009,38,2.008735
9.800583,39,0.583278
10.001857,40,1.856990
10.201069,41,1.068717
10.400329,42,0.328540
10.600869,43,0.868760
10.800472,44,0.472395
11.001166,45,1.166090
11.200586,46,0.585830
11.402745,47,2.744813
11.602156,48,2.155894
11.801604,49,1.604424
12.001690,50,1.689621
12.200258,51,0.258441
12.401090,52,1.090158
12.634723,53,34.722585
12.800243,54,0.243340
13.000893,55,0.892892
13.214192,56,14.192133
13.402520,57,2.520210
13.602834,58,2.834150
13.802449,59,2.449153
14.000697,60,0.697169
14.200279,61,0.278784
14.401562,62,1.561979
14.600395,63,0.394986
14.802078,64,2.078370
15.033073,65,33.073225
15.201481,66,1.480719
15.401117,67,1.117448
15.633845,68,33.844729
15.804726,69,4.726354
16.001843,70,1.843030
16.200556,71,0.556351
16.403216,72,3.215933
16.601762,73,1.761720
16.801525,74,1.525218
17.000240,75,0.240342
17.200852,76,0.852214
17.400633,77,0.632859
17.605477,78,5.477095
17.801314,79,1.313796
18.001763,80,1.762735
18.200537,81,0.536587
18.400458,82,0.458174
18.640721,83,40.720833
18.800607,84,0.606776
19.002361,85,2.360912
19.206983,86,6.982833
19.401700,87,1.699550
19.776813,88,176.813435
19.896748,89,96.748369
20.011813,90,11.812752
20.421268,91,221.267649
20.421281,92,21.280803
20.604142,93,4.141935
20.802391,94,2.390931
21.001948,95,1.947965
21.201862,96,1.862120
21.400309,97,0.309000
21.600575,98,0.575213
21.801291,99,1.290551
22.001396,100,1.395582
22.201562,101,1.562487
22.401832,102,1.831721
22.601655,103,1.654600
22.801268,104,1.267947
23.012047,105,12.047154
23.201584,106,1.584426
23.401653,107,1.653321
23.605919,108,5.919448
23.801453,109,1.452620
24.002407,110,2.407025
24.202923,111,2.923146
24.401941,112,1.940662
24.603261,113,3.260837
24.802861,114,2.861341
25.002057,115,2.057356
25.202909,116,2.909005
25.402624,117,2.623965
25.606378,118,6.377710
25.801587,119,1.587165
26.000286,120,0.286408
26.201866,121,1.865540
26.404302,122,4.302285
26.600821,123,0.820759
26.806838,124,6.838275
27.001515,125,1.515425
27.204484,126,4.483707
27.406491,127,6.490532
27.602399,128,2.399155
27.800377,129,0.376607
28.006476,130,6.476078
28.202748,131,2.747603
28.407559,132,7.559380
28.604066,133,4.065620
28.812083,134,12.082667
29.044530,135,44.530082
29.210390,136,10.390270
29.402990,137,2.990209
29.626173,138,26.173196
29.823287,139,23.286708
