time_s,x,y,z
0.001000,2.000000,0.000000,0.000000
0.201000,2.000000,0.000000,0.000000
0.401000,2.000000,0.000000,0.000000
0.601000,2.000000,0.000000,0.000000
0.801000,2.000000,0.000000,0.000000
1.001000,2.000000,0.000000,0.000000
1.201000,2.000000,0.000000,0.000000
1.401000,2.000000,0.000000,0.000000
1.601000,2.000000,0.000000,0.000000
1.801000,2.000000,0.000000,0.000000
2.001000,2.000000,0.000000,0.000000
2.201000,2.000000,0.000000,0.000000
2.401000,2.000000,0.000000,0.000000
2.601000,2.000000,0.000000,0.000000
2.801000,2.000000,0.000000,0.000000
3.001000,2.000000,0.000000,0.000000
3.201000,2.000000,0.000000,0.000000
3.401000,2.000000,0.000000,0.000000
3.601000,2.000000,0.000000,0.000000
3.801000,2.000000,0.000000,0.000000
4.001000,2.000000,0.000000,0.000000
4.201000,2.000000,0.000000,0.000000
4.401000,2.000000,0.000000,0.000000
4.601000,2.000000,0.000000,0.000000
4.801000,2.000000,0.000000,0.000000
5.001000,2.000500,0.000000,0.000000
5.201000,2.100500,0.000000,0.000000
5.401000,2.200500,0.000000,0.000000
5.601000,2.300500,0.000000,0.000000
5.801000,2.400500,0.000000,0.000000
6.001000,2.500500,0.000000,0.000000
6.201000,2.600500,0.000000,0.000000
6.401000,2.700500,0.000000,0.000000
6.601000,2.800500,0.000000,0.000000
6.801000,2.900500,0.000000,0.000000
7.001000,3.000500,0.000000,0.000000
7.201000,3.100500,0.000000,0.000000
7.401000,3.200500,0.000000,0.000000
7.601000,3.300500,0.000000,0.000000
7.801000,3.400500,0.000000,0.000000
8.001000,3.500500,0.000000,0.000000
8.201000,3.600500,0.000000,0.000000
8.401000,3.700500,0.000000,0.000000
8.601000,3.800500,0.000000,0.000000
8.801000,3.900500,0.000000,0.000000
9.001000,4.000500,0.000000,0.000000
9.201000,4.100500,0.000000,0.000000
9.401000,4.200500,0.000000,0.000000
9.601000,4.300500,0.000000,0.000000
9.801000,4.400500,0.000000,0.000000
10.001000,4.500500,0.000000,0.000000
10.201000,4.600500,0.000000,0.000000
10.401000,4.700500,0.000000,0.000000
10.601000,4.800500,0.000000,0.000000
10.801000,4.900500,0.000000,0.000000
11.001000,5.000500,0.000000,0.000000
11.201000,5.100500,0.000000,0.000000
11.401000,5.200500,0.000000,0.000000
11.601000,5.300500,0.000000,0.000000
11.801000,5.400500,0.000000,0.000000
12.001000,5.500500,0.000000,0.000000
12.201000,5.600500,0.000000,0.000000
12.401000,5.700500,0.000000,0.000000
12.601000,5.800500,0.000000,0.000000
12.801000,5.900500,0.000000,0.000000
13.001000,6.000500,0.000000,0.000000
13.201000,6.100500,0.000000,0.000000
13.401000,6.200500,0.000000,0.000000
13.601000,6.300500,0.000000,0.000000
13.801000,6.400500,0.000000,0.000000
14.001000,6.500500,0.000000,0.000000
14.201000,6.600500,0.000000,0.000000
14.401000,6.700500,0.000000,0.000000
14.601000,6.800500,0.000000,0.000000
14.801000,6.900500,0.000000,0.000000
15.001000,7.000500,0.000000,0.000000
15.201000,7.100500,0.000000,0.000000
15.401000,7.200500,0.000000,0.000000
15.601000,7.300500,0.000000,0.000000
15.801000,7.400500,0.000000,0.000000
16.001000,7.500500,0.000000,0.000000
16.201000,7.600500,0.000000,0.000000
16.401000,7.700500,0.000000,0.000000
16.601000,7.800500,0.000000,0.000000
16.801000,7.900500,0.000000,0.000000
17.001000,8.000500,0.000000,0.000000
17.201000,8.100500,0.000000,0.000000
17.401000,8.200500,0.000000,0.000000
17.601000,8.300500,0.000000,0.000000
17.801000,8.400500,0.000000,0.000000
18.001000,8.500500,0.000000,0.000000
18.201000,8.600500,0.000000,0.000000
18.401000,8.700500,0.000000,0.000000
18.601000,8.800500,0.000000,0.000000
18.801000,8.900500,0.000000,0.000000
19.001000,9.000500,0.000000,0.000000
19.201000,9.100500,0.000000,0.000000
19.401000,9.200500,0.000000,0.000000
19.601000,9.300500,0.000000,0.000000
19.801000,9.400500,0.000000,0.000000
20.001000,9.500500,0.000000,0.000000
20.201000,9.600500,0.000000,0.000000
20.401000,9.700500,0.000000,0.000000
20.601000,9.800500,0.000000,0.000000
20.801000,9.900500,0.000000,0.000000
21.001000,10.000500,0.000000,0.000000
21.201000,10.100500,0.000000,0.000000
21.401000,10.200500,0.000000,0.000000
21.601000,10.300500,0.000000,0.000000
21.801000,10.400500,0.000000,0.000000
22.001000,10.500500,0.000000,0.000000
22.201000,10.600500,0.000000,0.000000
22.401000,10.700500,0.000000,0.000000
22.601000,10.800500,0.000000,0.000000
22.801000,10.900500,0.000000,0.000000
23.001000,11.000500,0.000000,0.000000
23.201000,11.100500,0.000000,0.000000
23.401000,11.200500,0.000000,0.000000
23.601000,11.300500,0.000000,0.000000
23.801000,11.400500,0.000000,0.000000
24.001000,11.500500,0.000000,0.000000
24.201000,11.600500,0.000000,0.000000
24.401000,11.700500,0.000000,0.000000
24.601000,11.800500,0.000000,0.000000
24.801000,11.900500,0.000000,0.000000
25.001000,12.000500,0.000000,0.000000
25.201000,12.100500,0.000000,0.000000
25.401000,12.200500,0.000000,0.000000
25.601000,12.300500,0.000000,0.000000
25.801000,12.400500,0.000000,0.000000
26.001000,12.500500,0.000000,0.000000
26.201000,12.600500,0.000000,0.000000
26.401000,12.700500,0.000000,0.000000
26.601000,12.800500,0.000000,0.000000
26.801000,12.900500,0.000000,0.000000
27.001000,13.000500,0.000000,0.000000
27.201000,13.100500,0.000000,0.000000
27.401000,13.200500,0.000000,0.000000
27.601000,13.300500,0.000000,0.000000
27.801000,13.400500,0.000000,0.000000
28.001000,13.500500,0.000000,0.000000
28.201000,13.600500,0.000000,0.000000
28.401000,13.700500,0.000000,0.000000
28.601000,13.800500,0.000000,0.000000
28.801000,13.900500,0.000000,0.000000
29.001000,14.000500,0.000000,0.000000
29.201000,14.100500,0.000000,0.000000
29.401000,14.200500,0.000000,0.000000
29.601000,14.300500,0.000000,0.000000
29.801000,14.400500,0.000000,0.000000
