time_s,seq,rtt_ms
2.022548,0,22.548242
2.200229,1,0.229214
2.400323,2,0.323174
2.600235,3,0.235354
2.800227,4,0.227314
3.000328,5,0.328274
3.200241,6,0.241230
3.400233,7,0.233194
3.600352,8,0.352154
3.800238,9,0.238114
4.000230,10,0.230074
4.200268,11,0.268034
4.400244,12,0.243846
4.600227,13,0.226806
4.800301,14,0.300550
5.000240,15,0.239506
5.200231,16,0.231466
5.400372,17,0.371595
5.600237,18,0.236673
5.800231,19,0.230592
6.000331,20,0.330625
6.200236,21,0.235598
6.400427,22,0.427478
6.600412,23,0.412415
6.800239,24,0.239284
7.000742,25,0.742488
7.200235,26,0.235305
7.400240,27,0.240190
7.600225,28,0.225030
7.800624,29,0.623913
8.000237,30,0.236756
8.200225,31,0.225444
8.400249,32,0.249299
8.600411,33,0.411042
8.800226,34,0.226194
9.000776,35,0.776088
9.200800,36,0.800250
9.400465,37,0.464644
9.602156,38,2.155539
9.800237,39,0.237243
10.000481,40,0.481062
10.200610,41,0.609601
10.401277,42,1.276520
10.603019,43,3.019080
10.801338,44,1.338003
11.001020,45,1.019650
11.201191,46,1.191298
11.401525,47,1.524885
11.600326,48,0.326040
11.801041,49,1.040896
12.004589,50,4.588975
12.201718,51,1.718326
12.402783,52,2.783326
12.600748,53,0.748343
12.839458,54,39.458273
13.000492,55,0.491908
13.202103,56,2.103172
13.413951,57,13.951011
13.601883,58,1.883390
13.801724,59,1.723919
14.000432,60,0.432333
14.202321,61,2.321208
14.401492,62,1.492237
14.601111,63,1.111446
14.823508,64,23.508418
15.001813,65,1.812745
15.201776,66,1.776072
15.402522,67,2.521784
15.600964,68,0.964255
15.803601,69,3.600598
16.001061,70,1.061458
16.202255,71,2.254889
16.428240,72,28.240100
16.629869,73,29.868700
16.801550,74,1.550353
17.002086,75,2.085679
17.201885,76,1.885338
17.401139,77,1.139453
17.600289,78,0.288921
17.803809,79,3.808744
18.002213,80,2.212648
18.215239,81,15.238601
18.401297,82,1.296826
18.600505,83,0.505361
18.800903,84,0.903028
19.000920,85,0.920124
19.202543,86,2.543403
19.400923,87,0.923303
19.602616,88,2.616450
19.801158,89,1.158253
20.011655,90,11.655195
20.202808,91,2.807904
20.402297,92,2.296551
20.608870,93,8.869610
20.801103,94,1.103494
21.001812,95,1.811705
21.201330,96,1.329985
21.401458,97,1.458392
21.606971,98,6.971189
21.801868,99,1.867931
22.033218,100,33.218190
22.207680,101,7.680295
22.402644,102,2.643864
22.811499,103,211.498754
22.811512,104,11.512193
23.011782,105,11.781982
23.269470,106,69.470078
23.614937,107,214.937214
23.614948,108,14.947522
23.801304,109,1.303944
24.002839,110,2.838745
24.202959,111,2.959166
24.401716,112,1.716422
24.602509,113,2.509344
24.805481,114,5.480717
25.001848,115,1.847952
25.204436,116,4.435553
25.401587,117,1.587255
25.602044,118,2.043910
25.802033,119,2.032827
26.000820,120,0.820381
26.201981,121,1.980724
26.401048,122,1.048349
26.602862,123,2.862335
26.805115,124,5.114682
27.002545,125,2.545175
27.202534,126,2.534256
27.415674,127,15.674320
27.604743,128,4.742825
27.802279,129,2.278766
28.004842,130,4.842362
28.201541,131,1.541127
28.400649,132,0.648600
28.616391,133,16.390680
28.817435,134,17.435153
29.012965,135,12.964674
29.201276,136,1.275758
29.401340,137,1.340407
29.602151,138,2.150596
29.806117,139,6.116572
