time_s,throughput_bps,rxBytes_total
29.000000,20006400.000000
29.500000,19449600.000000
2.000000,0.000000
2.500000,19910400.000000
3.000000,19987200.000000
3.500000,20006400.000000
4.000000,20006400.000000
4.500000,20006400.000000
5.000000,19987200.000000
5.500000,20006400.000000
6.000000,20006400.000000
6.500000,19987200.000000
7.000000,20006400.000000
7.500000,20006400.000000
8.000000,19987200.000000
8.500000,20006400.000000
9.000000,20006400.000000
9.500000,19987200.000000
10.000000,19948800.000000
10.500000,20064000.000000
11.000000,19987200.000000
11.500000,19987200.000000
12.000000,20006400.000000
12.500000,20006400.000000
13.000000,19987200.000000
13.500000,20025600.000000
14.000000,19987200.000000
14.500000,20006400.000000
15.000000,20006400.000000
15.500000,19987200.000000
16.000000,19987200.000000
16.500000,19929600.000000
17.000000,20083200.000000
17.500000,19833600.000000
18.000000,20044800.000000
18.500000,19564800.000000
19.000000,19968000.000000
19.500000,20025600.000000
20.000000,19872000.000000
20.500000,19468800.000000
21.000000,19987200.000000
21.500000,19795200.000000
22.000000,20121600.000000
22.500000,20064000.000000
23.000000,20025600.000000
23.500000,19756800.000000
24.000000,20198400.000000
24.500000,19372800.000000
25.000000,20217600.000000
25.500000,19526400.000000
26.000000,20505600.000000
26.500000,19756800.000000
27.000000,20313600.000000
27.500000,19795200.000000
28.000000,20006400.000000
28.500000,19814400.000000
29.000000,20006400.000000
29.500000,19449600.000000
2.000000,0.000000
2.500000,19660800.000000
3.000000,20006400.000000
3.500000,19987200.000000
4.000000,20006400.000000
4.500000,20006400.000000
5.000000,19987200.000000
5.500000,20006400.000000
6.000000,20006400.000000
6.500000,19987200.000000
7.000000,20006400.000000
7.500000,19987200.000000
8.000000,20006400.000000
8.500000,20006400.000000
9.000000,19987200.000000
9.500000,20006400.000000
10.000000,20006400.000000
10.500000,19987200.000000
11.000000,20006400.000000
11.500000,20006400.000000
12.000000,19968000.000000
12.500000,20025600.000000
13.000000,19987200.000000
13.500000,19948800.000000
14.000000,20064000.000000
14.500000,20006400.000000
15.000000,20006400.000000
15.500000,19987200.000000
16.000000,19968000.000000
16.500000,20044800.000000
17.000000,19968000.000000
17.500000,20006400.000000
18.000000,20006400.000000
18.500000,19852800.000000
19.000000,19718400.000000
19.500000,19584000.000000
2.000000,0.000000
2.500000,19910400.000000
3.000000,19987200.000000
3.500000,20006400.000000
4.000000,20006400.000000
4.500000,20006400.000000
5.000000,19987200.000000
5.500000,20006400.000000
6.000000,20006400.000000
6.500000,19987200.000000
7.000000,20006400.000000
7.500000,19987200.000000
8.000000,20006400.000000
8.500000,20006400.000000
9.000000,20006400.000000
9.500000,19987200.000000
10.000000,19987200.000000
10.500000,20006400.000000
11.000000,20006400.000000
11.500000,20006400.000000
12.000000,20006400.000000
12.500000,19987200.000000
13.000000,20006400.000000
13.500000,20006400.000000
14.000000,19987200.000000
14.500000,20006400.000000
15.000000,20006400.000000
15.500000,19968000.000000
16.000000,20025600.000000
16.500000,20006400.000000
17.000000,19987200.000000
17.500000,19987200.000000
18.000000,20025600.000000
18.500000,19968000.000000
19.000000,20025600.000000
19.500000,19987200.000000
20.000000,20006400.000000
20.500000,19987200.000000
21.000000,20006400.000000
21.500000,20006400.000000
22.000000,20006400.000000
22.500000,19987200.000000
23.000000,20006400.000000
23.500000,20006400.000000
24.000000,19987200.000000
24.500000,20006400.000000
25.000000,20006400.000000
25.500000,19987200.000000
26.000000,20006400.000000
26.500000,20006400.000000
27.000000,19660800.000000
27.500000,19795200.000000
28.000000,20006400.000000
28.500000,19987200.000000
29.000000,19968000.000000
29.500000,20025600.000000
2.000000,0.000000
2.500000,19660800.000000
3.000000,20006400.000000
3.500000,19987200.000000
4.000000,20006400.000000
4.500000,20006400.000000
5.000000,19987200.000000
5.500000,20006400.000000
6.000000,20006400.000000
6.500000,19987200.000000
7.000000,20006400.000000
7.500000,19987200.000000
8.000000,20006400.000000
8.500000,20006400.000000
9.000000,19987200.000000
9.500000,20006400.000000
10.000000,20006400.000000
10.500000,19987200.000000
11.000000,20006400.000000
11.500000,20006400.000000
12.000000,19968000.000000
12.500000,20025600.000000
13.000000,19987200.000000
13.500000,19948800.000000
14.000000,20064000.000000
14.500000,20006400.000000
15.000000,20006400.000000
15.500000,19987200.000000
16.000000,19968000.000000
16.500000,20044800.000000
17.000000,19968000.000000
17.500000,20006400.000000
18.000000,20006400.000000
18.500000,19852800.000000
19.000000,19718400.000000
19.500000,19584000.000000
20.000000,20044800.000000
20.500000,19872000.000000
21.000000,19948800.000000
21.500000,20044800.000000
22.000000,20006400.000000
22.500000,19948800.000000
23.000000,20044800.000000
23.500000,20006400.000000
24.000000,19987200.000000
24.500000,20006400.000000
25.000000,20006400.000000
25.500000,19852800.000000
26.000000,19660800.000000
26.500000,20198400.000000
27.000000,20083200.000000
27.500000,20025600.000000
28.000000,18528000.000000
28.500000,20870400.000000
29.000000,19929600.000000
29.500000,19257600.000000
2.000000,0.000000
2.500000,19660800.000000
3.000000,20006400.000000
3.500000,19987200.000000
4.000000,20006400.000000
4.500000,20006400.000000
5.000000,19987200.000000
5.500000,20006400.000000
6.000000,19987200.000000
6.500000,20006400.000000
7.000000,20006400.000000
7.500000,19987200.000000
8.000000,20006400.000000
8.500000,20006400.000000
9.000000,19814400.000000
9.500000,19987200.000000
10.000000,20025600.000000
10.500000,20006400.000000
11.000000,19968000.000000
11.500000,20025600.000000
12.000000,19987200.000000
12.500000,19718400.000000
13.000000,20006400.000000
13.500000,19987200.000000
14.000000,19603200.000000
14.500000,20121600.000000
15.000000,19526400.000000
15.500000,19795200.000000
16.000000,19545600.000000
16.500000,19756800.000000
17.000000,20352000.000000
17.500000,19430400.000000
18.000000,19468800.000000
18.500000,19603200.000000
19.000000,20140800.000000
19.500000,19545600.000000
20.000000,19699200.000000
20.500000,19872000.000000
21.000000,19142400.000000
21.500000,19680000.000000
22.000000,20275200.000000
22.500000,19430400.000000
23.000000,20006400.000000
23.500000,19891200.000000
24.000000,20083200.000000
24.500000,18816000.000000
25.000000,19334400.000000
25.500000,20448000.000000
26.000000,19641600.000000
26.500000,19987200.000000
27.000000,19795200.000000
27.500000,19603200.000000
28.000000,20486400.000000
28.500000,19968000.000000
29.000000,19814400.000000
29.500000,20121600.000000
2.000000,0.000000
2.500000,19680000.000000
3.000000,20006400.000000
3.500000,19987200.000000
4.000000,20006400.000000
4.500000,20006400.000000
5.000000,19987200.000000
5.500000,20006400.000000
6.000000,20006400.000000
6.500000,19987200.000000
7.000000,20006400.000000
7.500000,20006400.000000
8.000000,19987200.000000
8.500000,20006400.000000
9.000000,20006400.000000
9.500000,19987200.000000
10.000000,20006400.000000
10.500000,20006400.000000
11.000000,19987200.000000
11.500000,20006400.000000
12.000000,20006400.000000
12.500000,19987200.000000
13.000000,20006400.000000
13.500000,20006400.000000
14.000000,19987200.000000
14.500000,20006400.000000
15.000000,20006400.000000
15.500000,19987200.000000
16.000000,20006400.000000
16.500000,20006400.000000
17.000000,19987200.000000
17.500000,20006400.000000
18.000000,20006400.000000
18.500000,19987200.000000
19.000000,20006400.000000
19.500000,20006400.000000
2.000000,0.000000
2.500000,19699200.000000
3.000000,20006400.000000
3.500000,19987200.000000
4.000000,20006400.000000
4.500000,20006400.000000
5.000000,19987200.000000
5.500000,20006400.000000
6.000000,20006400.000000
6.500000,19987200.000000
7.000000,20006400.000000
7.500000,20006400.000000
8.000000,19987200.000000
8.500000,19987200.000000
9.000000,20025600.000000
9.500000,19987200.000000
10.000000,20006400.000000
10.500000,20006400.000000
11.000000,19987200.000000
11.500000,20006400.000000
12.000000,19987200.000000
12.500000,20006400.000000
13.000000,19987200.000000
13.500000,20025600.000000
14.000000,19987200.000000
14.500000,20006400.000000
15.000000,19987200.000000
15.500000,20006400.000000
16.000000,19987200.000000
16.500000,20006400.000000
17.000000,20006400.000000
17.500000,19929600.000000
18.000000,20064000.000000
18.500000,19987200.000000
19.000000,19987200.000000
19.500000,19968000.000000
20.000000,20025600.000000
20.500000,19737600.000000
21.000000,20083200.000000
21.500000,19968000.000000
22.000000,20025600.000000
22.500000,20006400.000000
23.000000,19968000.000000
23.500000,20044800.000000
24.000000,19987200.000000
24.500000,19814400.000000
25.000000,19776000.000000
25.500000,20140800.000000
26.000000,20006400.000000
26.500000,19468800.000000
27.000000,20083200.000000
27.500000,19987200.000000
28.000000,19814400.000000
28.500000,20006400.000000
29.000000,19699200.000000
29.500000,19680000.000000
2.000000,0.000000
2.500000,19699200.000000
3.000000,20006400.000000
3.500000,19987200.000000
4.000000,20006400.000000
4.500000,20006400.000000
5.000000,19987200.000000
5.500000,20006400.000000
6.000000,20006400.000000
6.500000,19987200.000000
7.000000,20006400.000000
7.500000,20006400.000000
8.000000,19968000.000000
8.500000,20025600.000000
9.000000,20006400.000000
9.500000,19968000.000000
10.000000,19987200.000000
10.500000,20044800.000000
11.000000,19968000.000000
11.500000,20006400.000000
12.000000,19929600.000000
12.500000,20064000.000000
13.000000,19948800.000000
13.500000,20064000.000000
14.000000,19987200.000000
14.500000,19948800.000000
15.000000,20083200.000000
15.500000,19968000.000000
16.000000,20006400.000000
16.500000,20006400.000000
17.000000,19968000.000000
17.500000,20044800.000000
18.000000,20006400.000000
18.500000,19987200.000000
19.000000,19987200.000000
19.500000,19987200.000000
20.000000,19929600.000000
20.500000,20102400.000000
21.000000,20006400.000000
21.500000,19929600.000000
22.000000,20025600.000000
22.500000,20025600.000000
23.000000,19987200.000000
23.500000,20006400.000000
24.000000,20006400.000000
24.500000,19968000.000000
25.000000,20025600.000000
25.500000,19987200.000000
26.000000,19948800.000000
26.500000,19987200.000000
27.000000,20006400.000000
27.500000,20044800.000000
28.000000,20044800.000000
28.500000,19929600.000000
29.000000,20006400.000000
29.500000,19968000.000000
2.000000,0.000000
2.500000,19852800.000000
3.000000,20006400.000000
3.500000,19987200.000000
4.000000,20006400.000000
4.500000,20006400.000000
5.000000,19987200.000000
5.500000,20006400.000000
6.000000,20006400.000000
6.500000,19987200.000000
7.000000,20006400.000000
7.500000,19948800.000000
8.000000,20044800.000000
8.500000,20006400.000000
9.000000,19987200.000000
9.500000,19948800.000000
10.000000,20044800.000000
10.500000,20025600.000000
11.000000,19929600.000000
11.500000,20044800.000000
12.000000,19968000.000000
12.500000,20006400.000000
13.000000,20025600.000000
13.500000,20025600.000000
14.000000,19929600.000000
14.500000,20006400.000000
15.000000,19987200.000000
15.500000,20006400.000000
16.000000,20044800.000000
16.500000,19987200.000000
17.000000,20006400.000000
17.500000,20006400.000000
18.000000,20006400.000000
18.500000,19987200.000000
19.000000,19948800.000000
19.500000,20044800.000000
20.000000,19968000.000000
20.500000,20044800.000000
21.000000,19968000.000000
21.500000,19833600.000000
22.000000,20102400.000000
22.500000,19795200.000000
23.000000,20160000.000000
23.500000,20121600.000000
24.000000,19910400.000000
24.500000,20083200.000000
25.000000,19968000.000000
25.500000,20044800.000000
26.000000,19872000.000000
26.500000,19680000.000000
27.000000,20371200.000000
27.500000,20102400.000000
28.000000,20006400.000000
28.500000,19948800.000000
29.000000,19929600.000000
29.500000,20083200.000000
2.000000,0.000000
2.500000,19622400.000000
3.000000,20006400.000000
3.500000,19987200.000000
4.000000,20006400.000000
4.500000,20006400.000000
5.000000,19987200.000000
5.500000,20006400.000000
6.000000,19987200.000000
6.500000,20006400.000000
7.000000,20006400.000000
7.500000,19987200.000000
8.000000,19929600.000000
8.500000,20064000.000000
9.000000,19987200.000000
9.500000,20006400.000000
10.000000,19968000.000000
10.500000,20044800.000000
11.000000,20006400.000000
11.500000,19987200.000000
12.000000,20006400.000000
12.500000,19929600.000000
13.000000,20083200.000000
13.500000,19948800.000000
14.000000,19680000.000000
14.500000,20371200.000000
15.000000,19718400.000000
15.500000,20102400.000000
16.000000,20025600.000000
16.500000,20044800.000000
17.000000,19468800.000000
17.500000,20620800.000000
18.000000,19334400.000000
18.500000,20294400.000000
19.000000,20140800.000000
19.500000,20160000.000000
20.000000,19968000.000000
20.500000,19852800.000000
21.000000,19257600.000000
21.500000,20851200.000000
22.000000,19104000.000000
22.500000,19948800.000000
23.000000,20006400.000000
23.500000,20006400.000000
24.000000,20006400.000000
24.500000,19987200.000000
25.000000,20006400.000000
25.500000,19987200.000000
26.000000,20006400.000000
26.500000,20006400.000000
27.000000,20006400.000000
27.500000,19987200.000000
28.000000,20006400.000000
28.500000,20006400.000000
29.000000,19987200.000000
29.500000,20006400.000000
2.000000,0.000000
2.500000,19699200.000000
3.000000,20006400.000000
3.500000,19987200.000000
4.000000,20006400.000000
4.500000,20006400.000000
5.000000,19987200.000000
5.500000,20006400.000000
6.000000,20006400.000000
6.500000,19987200.000000
7.000000,20006400.000000
7.500000,20006400.000000
8.000000,19987200.000000
8.500000,20006400.000000
9.000000,20006400.000000
9.500000,19987200.000000
10.000000,19968000.000000
10.500000,19910400.000000
11.000000,20121600.000000
11.500000,19929600.000000
12.000000,20044800.000000
12.500000,20006400.000000
13.000000,20006400.000000
13.500000,19968000.000000
14.000000,20025600.000000
14.500000,19929600.000000
15.000000,20064000.000000
15.500000,19987200.000000
16.000000,20006400.000000
16.500000,20025600.000000
17.000000,19948800.000000
17.500000,19987200.000000
18.000000,20025600.000000
18.500000,19987200.000000
19.000000,20044800.000000
19.500000,19987200.000000
20.000000,20025600.000000
20.500000,19987200.000000
21.000000,19948800.000000
21.500000,20064000.000000
22.000000,19891200.000000
22.500000,20083200.000000
23.000000,20025600.000000
23.500000,19968000.000000
24.000000,20025600.000000
24.500000,20006400.000000
25.000000,19987200.000000
25.500000,19929600.000000
26.000000,20083200.000000
26.500000,19968000.000000
27.000000,20025600.000000
27.500000,20006400.000000
28.000000,19948800.000000
28.500000,20044800.000000
29.000000,19987200.000000
29.500000,19948800.000000
2.000000,0.000000
2.500000,19852800.000000
3.000000,20006400.000000
3.500000,19987200.000000
4.000000,20006400.000000
4.500000,20006400.000000
5.000000,19987200.000000
5.500000,20006400.000000
6.000000,20006400.000000
6.500000,19987200.000000
7.000000,20006400.000000
7.500000,20006400.000000
8.000000,19910400.000000
8.500000,20025600.000000
9.000000,20044800.000000
9.500000,20006400.000000
10.000000,20006400.000000
10.500000,20006400.000000
11.000000,19987200.000000
11.500000,19948800.000000
12.000000,20064000.000000
12.500000,19968000.000000
13.000000,20006400.000000
13.500000,19948800.000000
14.000000,19968000.000000
14.500000,20006400.000000
15.000000,20006400.000000
15.500000,20044800.000000
16.000000,19968000.000000
16.500000,20044800.000000
17.000000,19968000.000000
17.500000,20044800.000000
18.000000,19987200.000000
18.500000,19987200.000000
19.000000,19987200.000000
19.500000,20064000.000000
20.000000,19891200.000000
20.500000,19968000.000000
21.000000,20121600.000000
21.500000,19987200.000000
22.000000,19987200.000000
22.500000,19468800.000000
23.000000,20524800.000000
23.500000,19795200.000000
24.000000,20198400.000000
24.500000,19929600.000000
25.000000,20044800.000000
25.500000,19718400.000000
26.000000,20198400.000000
26.500000,20102400.000000
27.000000,19411200.000000
27.500000,20601600.000000
28.000000,20006400.000000
28.500000,19910400.000000
29.000000,19891200.000000
29.500000,20217600.000000
2.000000,0.000000
2.500000,19622400.000000
3.000000,20006400.000000
3.500000,19987200.000000
4.000000,20006400.000000
4.500000,20006400.000000
5.000000,19987200.000000
5.500000,20006400.000000
6.000000,19987200.000000
6.500000,20006400.000000
7.000000,20006400.000000
7.500000,19987200.000000
8.000000,19929600.000000
8.500000,20064000.000000
9.000000,19987200.000000
9.500000,20006400.000000
10.000000,19968000.000000
10.500000,20044800.000000
11.000000,20006400.000000
11.500000,19968000.000000
12.000000,20006400.000000
12.500000,20006400.000000
13.000000,19968000.000000
13.500000,20006400.000000
14.000000,20044800.000000
14.500000,19987200.000000
15.000000,20006400.000000
15.500000,19968000.000000
16.000000,19910400.000000
16.500000,20064000.000000
17.000000,19545600.000000
17.500000,20467200.000000
18.000000,19526400.000000
18.500000,20083200.000000
19.000000,20332800.000000
19.500000,19449600.000000
20.000000,20505600.000000
20.500000,20121600.000000
21.000000,20006400.000000
21.500000,19968000.000000
22.000000,20006400.000000
22.500000,19910400.000000
23.000000,20025600.000000
23.500000,19814400.000000
24.000000,19968000.000000
24.500000,19756800.000000
25.000000,20582400.000000
25.500000,19852800.000000
26.000000,19584000.000000
26.500000,20390400.000000
27.000000,19891200.000000
27.500000,20083200.000000
28.000000,19756800.000000
28.500000,19968000.000000
29.000000,20179200.000000
29.500000,20044800.000000
2.000000,0.000000
2.500000,19699200.000000
3.000000,20006400.000000
3.500000,19987200.000000
4.000000,20006400.000000
4.500000,20006400.000000
5.000000,19987200.000000
5.500000,20006400.000000
6.000000,20006400.000000
6.500000,19987200.000000
7.000000,20006400.000000
7.500000,20006400.000000
8.000000,19987200.000000
8.500000,20006400.000000
9.000000,20006400.000000
9.500000,19987200.000000
10.000000,19968000.000000
10.500000,19910400.000000
11.000000,20121600.000000
11.500000,19929600.000000
12.000000,20044800.000000
12.500000,20006400.000000
13.000000,20006400.000000
13.500000,19968000.000000
14.000000,20025600.000000
14.500000,19929600.000000
15.000000,20064000.000000
15.500000,19987200.000000
16.000000,20006400.000000
16.500000,20025600.000000
17.000000,19948800.000000
17.500000,19987200.000000
18.000000,20025600.000000
18.500000,19987200.000000
19.000000,20044800.000000
19.500000,19987200.000000
20.000000,20025600.000000
20.500000,19987200.000000
21.000000,19948800.000000
21.500000,20064000.000000
22.000000,19891200.000000
22.500000,20083200.000000
23.000000,20025600.000000
23.500000,19968000.000000
24.000000,20025600.000000
24.500000,20006400.000000
25.000000,19987200.000000
25.500000,19929600.000000
26.000000,20083200.000000
26.500000,19968000.000000
27.000000,20025600.000000
27.500000,20006400.000000
28.000000,19948800.000000
28.500000,20044800.000000
29.000000,19987200.000000
29.500000,19948800.000000
2.000000,0.000000
2.500000,19852800.000000
3.000000,20006400.000000
3.500000,19987200.000000
4.000000,20006400.000000
4.500000,20006400.000000
5.000000,19987200.000000
5.500000,20006400.000000
6.000000,20006400.000000
6.500000,19987200.000000
7.000000,20006400.000000
7.500000,20006400.000000
8.000000,19910400.000000
8.500000,20025600.000000
9.000000,20044800.000000
9.500000,20006400.000000
10.000000,20006400.000000
10.500000,20006400.000000
11.000000,19987200.000000
11.500000,19948800.000000
12.000000,20064000.000000
12.500000,19968000.000000
13.000000,20006400.000000
13.500000,19948800.000000
14.000000,19968000.000000
14.500000,20006400.000000
15.000000,20006400.000000
15.500000,20044800.000000
16.000000,19968000.000000
16.500000,20044800.000000
17.000000,19968000.000000
17.500000,20044800.000000
18.000000,19987200.000000
18.500000,19987200.000000
19.000000,19987200.000000
19.500000,20064000.000000
20.000000,19891200.000000
20.500000,19968000.000000
21.000000,20121600.000000
