time_s,seq,rtt_ms
2.047398,0,47.398289
2.200296,1,0.296301
2.400372,2,0.371935
2.600554,3,0.554021
2.800227,4,0.226655
3.000269,5,0.268515
3.200235,6,0.235347
3.400316,7,0.316235
3.600359,8,0.359095
3.800239,9,0.239335
4.000233,10,0.232815
4.200585,11,0.584643
4.400241,12,0.240521
4.600231,13,0.231395
4.800305,14,0.305255
5.000242,15,0.242323
5.200230,16,0.229975
5.400237,17,0.236835
5.600239,18,0.239075
5.800505,19,0.504569
6.000253,20,0.253415
6.200236,21,0.235655
6.400735,22,0.735149
6.600368,23,0.368217
6.800225,24,0.225063
7.000226,25,0.225697
7.200283,26,0.282779
7.400293,27,0.293417
7.600225,28,0.225277
7.800313,29,0.312531
8.000236,30,0.235997
8.200229,31,0.228857
8.400321,32,0.321111
8.600286,33,0.285559
8.800229,34,0.229437
9.000253,35,0.252519
9.200241,36,0.241157
9.400228,37,0.228017
9.600361,38,0.361271
9.800285,39,0.284737
10.000234,40,0.233583
10.200333,41,0.332851
10.400242,42,0.242299
10.600233,43,0.233177
10.800229,44,0.229259
11.000237,45,0.236879
11.200227,46,0.226961
11.400308,47,0.307613
11.600238,48,0.238459
11.800232,49,0.231713
12.000349,50,0.349397
12.200239,51,0.239025
12.400233,52,0.232899
12.600351,53,0.350773
12.800236,54,0.235619
13.000640,55,0.640479
13.200348,56,0.348335
13.400237,57,0.237199
13.600227,58,0.227281
13.800277,59,0.276933
14.000241,60,0.240779
14.200229,61,0.228861
14.400272,62,0.271513
14.600241,63,0.241359
14.800230,64,0.229613
15.000284,65,0.284075
15.200237,66,0.237161
15.400653,67,0.653021
15.600310,68,0.309627
15.800242,69,0.241895
16.000233,70,0.233375
16.200235,71,0.235235
16.400242,72,0.242475
16.600227,73,0.226937
16.800233,74,0.232815
17.000242,75,0.241883
17.200226,76,0.226475
17.400289,77,0.288617
17.600243,78,0.242635
17.800231,79,0.231097
18.000271,80,0.271197
18.200240,81,0.240043
18.400234,82,0.233695
18.600272,83,0.271541
18.800237,84,0.236623
19.000233,85,0.233243
19.200345,86,0.345135
19.400242,87,0.242203
19.600231,88,0.231059
19.800325,89,0.325077
