time_s,throughput_bps
1.000000,0.000000
1.500000,19449600.000000
2.000000,20006400.000000
2.500000,19987200.000000
3.000000,19987200.000000
3.500000,20025600.000000
4.000000,19987200.000000
4.500000,20006400.000000
