time_s,seq,rtt_ms
1.012966,0,12.000
1.500207,1,0.000
2.000210,2,0.000
2.538771,3,38.000
3.036984,4,36.000
3.535810,5,35.000
4.037889,6,37.000
4.547812,7,47.000
5.042694,8,42.000
5.544576,9,44.000
6.038653,10,38.000
6.546834,11,46.000
7.037702,12,37.000
7.536881,13,36.000
8.038875,14,38.000
8.547928,15,47.000
9.038397,16,38.000
9.536709,17,36.000
10.035103,18,35.000
10.537189,19,37.000
11.039035,20,39.000
11.538097,21,38.000
12.035774,22,35.000
12.541269,23,41.000
13.035977,24,35.000
13.537975,25,37.000
14.040559,26,40.000
14.542719,27,42.000
15.045151,28,45.000
15.543436,29,43.000
16.034503,30,34.000
16.536375,31,36.000
17.039103,32,39.000
17.540633,33,40.000
18.034745,34,34.000
18.537058,35,37.000
19.038812,36,38.000
19.537079,37,37.000
