time_s,seq,rtt_ms
1.013148,0,13.000
1.500257,1,0.000
2.000260,2,0.000
2.685007,3,185.000
3.184852,4,184.000
3.684860,5,184.000
4.185208,6,185.000
4.679423,7,179.000
5.190429,8,190.000
5.684689,9,184.000
6.184074,10,184.000
6.678613,11,178.000
7.184520,12,184.000
7.678643,13,178.000
8.179064,14,179.000
8.684485,15,184.000
9.190168,16,190.000
9.679020,17,179.000
10.179610,18,179.000
10.679347,19,179.000
11.180452,20,180.000
11.680629,21,180.000
12.175357,22,175.000
12.680731,23,180.000
13.175900,24,175.000
13.676699,25,176.000
14.187921,26,187.000
14.676657,27,176.000
15.176574,28,176.000
15.682274,29,182.000
16.182227,30,182.000
16.676919,31,176.000
17.183033,32,183.000
17.694130,33,194.000
18.184082,34,184.000
18.706602,35,206.000
19.177818,36,177.000
19.683797,37,183.000
