time_s,seq,rtt_ms
1.017979,0,17.000
1.500207,1,0.000
2.000212,2,0.000
2.576394,3,76.000
3.075184,4,75.000
3.585644,5,85.000
4.079229,6,79.000
4.573587,7,73.000
5.084532,8,84.000
5.571079,9,71.000
6.076091,10,76.000
6.575286,11,75.000
7.069014,12,69.000
7.573793,13,73.000
8.078580,14,78.000
8.572155,15,72.000
9.070925,16,70.000
9.575461,17,75.000
10.069126,18,69.000
10.579711,19,79.000
11.079118,20,79.000
11.572217,21,72.000
12.071094,22,71.000
12.576223,23,76.000
13.080776,24,80.000
13.573927,25,73.000
14.072330,26,72.000
14.571426,27,71.000
15.070306,28,70.000
15.569384,29,69.000
16.079208,30,79.000
16.589617,31,89.000
17.070929,32,70.000
17.574816,33,74.000
18.078744,34,78.000
18.583896,35,83.000
19.072114,36,72.000
19.576973,37,76.000
