time_s,seq,rtt_ms
1.020971,0,20.000
1.500258,1,0.000
2.000261,2,0.000
2.838802,3,338.000
3.182097,4,182.000
3.682455,5,182.000
4.182948,6,182.000
4.677289,7,177.000
5.176270,8,176.000
5.675908,9,175.000
6.182193,10,182.000
6.681105,11,181.000
7.175949,12,175.000
7.681541,13,181.000
8.175962,14,175.000
8.675960,15,175.000
9.181471,16,181.000
9.682216,17,182.000
10.254965,18,254.000
10.675878,19,175.000
11.181579,20,181.000
11.715027,21,215.000
12.175684,22,175.000
12.680115,23,180.000
13.180428,24,180.000
13.680705,25,180.000
14.174802,26,174.000
14.675005,27,175.000
15.174670,28,174.000
15.680568,29,180.000
16.180989,30,180.000
16.675483,31,175.000
17.176120,32,176.000
17.681539,33,181.000
18.175439,34,175.000
18.676004,35,176.000
19.176171,36,176.000
19.681709,37,181.000
