time_s,seq,rtt_ms
1.023238,0,23.000
1.500326,1,0.000
2.000320,2,0.000
2.872225,3,372.000
3.368294,4,368.000
3.869516,5,369.000
4.375455,6,375.000
4.872018,7,372.000
5.373305,8,373.000
5.875132,9,375.000
6.381521,10,381.000
7.047891,11,547.000
7.570401,12,570.000
8.355623,13,855.000
8.651051,14,651.000
8.878444,15,378.000
9.375359,16,375.000
9.892364,17,392.000
10.368206,18,368.000
10.879029,19,379.000
11.375305,20,375.000
11.877096,21,377.000
12.372805,22,372.000
12.875559,23,375.000
13.372438,24,372.000
13.873689,25,373.000
14.369299,26,369.000
14.881247,27,381.000
15.372069,28,372.000
15.884170,29,384.000
16.369964,30,369.000
16.886663,31,386.000
17.373060,32,373.000
17.869642,33,369.000
18.371145,34,371.000
18.872369,35,372.000
19.368526,36,368.000
19.874563,37,374.000
