time_s,seq,rtt_ms
2.03279,0,32
2.30964,1,109
2.54602,2,146
2.74808,3,148
2.94986,4,149
3.14408,5,144
3.34355,6,143
3.55322,7,153
3.74851,8,148
3.95017,9,150
4.15134,10,151
4.34961,11,149
4.54742,12,147
4.75114,13,151
4.94711,14,147
5.14647,15,146
5.34643,16,146
5.54682,17,146
5.74982,18,149
5.94645,19,146
6.14877,20,148
6.35205,21,152
6.54949,22,149
6.74788,23,147
6.94569,24,145
7.14737,25,147
7.34893,26,148
7.54761,27,147
7.74897,28,148
7.94294,29,142
8.14935,30,149
8.34488,31,144
8.54606,32,146
8.7521,33,152
8.94829,34,148
9.14944,35,149
9.34432,36,144
9.54511,37,145
9.74513,38,145
9.94866,39,148
10.1468,40,146
10.3488,41,148
10.5464,42,146
10.7473,43,147
10.9465,44,146
11.15,45,149
11.3504,46,150
11.5451,47,145
11.7482,48,148
11.9445,49,144
12.1462,50,146
12.3476,51,147
12.5492,52,149
12.7471,53,147
12.9486,54,148
13.1481,55,148
13.3472,56,147
13.5458,57,145
13.7481,58,148
13.9486,59,148
14.1456,60,145
14.3451,61,145
14.5477,62,147
14.7495,63,149
14.9451,64,145
15.1457,65,145
15.3455,66,145
15.5445,67,144
15.7508,68,150
15.9456,69,145
16.1465,70,146
16.349,71,148
16.5503,72,150
16.7453,73,145
16.9485,74,148
17.1471,75,147
17.3457,76,145
17.5495,77,149
17.7481,78,148
17.9475,79,147
18.1438,80,143
18.3506,81,150
18.5458,82,145
18.7485,83,148
18.9453,84,145
19.1455,85,145
19.3485,86,148
19.5485,87,148
19.7489,88,148
19.9456,89,145
