time_s,seq,rtt_ms
1.028850,0,28.000
1.500208,1,0.000
2.000211,2,0.000
2.517778,3,17.000
3.022909,4,22.000
3.522039,5,22.000
4.019944,6,19.000
4.519592,7,19.000
5.024308,8,24.000
5.520042,9,20.000
6.018950,10,18.000
6.520616,11,20.000
7.019783,12,19.000
7.522608,13,22.000
8.018743,14,18.000
8.520659,15,20.000
9.022282,16,22.000
9.518088,17,18.000
10.019663,18,19.000
10.521076,19,21.000
11.018962,20,18.000
11.519283,21,19.000
12.018245,22,18.000
12.520009,23,20.000
13.020788,24,20.000
13.518703,25,18.000
14.021899,26,21.000
14.518451,27,18.000
15.023380,28,23.000
15.519130,29,19.000
16.017775,30,17.000
16.518741,31,18.000
17.020190,32,20.000
17.520916,33,20.000
18.017264,34,17.000
18.518569,35,18.000
19.021362,36,21.000
19.518150,37,18.000
