time_s,seq,rtt_ms
1.020271,0,20.000
1.500258,1,0.000
2.000213,2,0.000
2.515962,3,15.000
3.016299,4,16.000
3.516793,5,16.000
4.016774,6,16.000
4.515725,7,15.000
5.018562,8,18.000
5.515225,9,15.000
6.016127,10,16.000
6.515702,11,15.000
7.014988,12,14.000
7.514336,13,14.000
8.014198,14,14.000
8.522246,15,22.000
9.014809,16,14.000
9.514865,17,14.000
10.016010,18,16.000
10.514038,19,14.000
11.015935,20,15.000
11.517346,21,17.000
12.015642,22,15.000
12.514618,23,14.000
13.013843,24,13.000
13.515156,25,15.000
14.014326,26,14.000
14.513930,27,13.000
15.015704,28,15.000
15.513836,29,13.000
16.015150,30,15.000
16.515610,31,15.000
17.017937,32,17.000
17.514601,33,14.000
18.014241,34,14.000
18.513647,35,13.000
19.014747,36,14.000
19.514888,37,14.000
