time_s,seq,rtt_ms
1.031076,0,31.000
1.500226,1,0.000
2.603154,3,103.000
3.585694,5,85.000
4.058893,6,58.000
4.576060,7,76.000
5.065458,8,65.000
5.554837,9,54.000
6.055188,10,55.000
7.227305,12,227.000
7.566188,13,66.000
8.071434,14,71.000
8.555277,15,55.000
9.054647,16,54.000
9.565278,17,65.000
10.054383,18,54.000
10.571344,19,71.000
11.055125,20,55.000
11.555335,21,55.000
12.605716,23,105.000
13.066804,24,66.000
13.616932,25,116.000
14.066558,26,66.000
14.778773,27,278.000
15.050759,28,50.000
15.561591,29,61.000
16.057080,30,57.000
16.551886,31,51.000
17.057370,32,57.000
17.564155,33,64.000
18.053805,34,53.000
18.554767,35,54.000
19.054701,36,54.000
