time_s,seq,rtt_ms
1.025368,0,25.000
1.500453,1,0.000
2.000447,2,0.000
3.012965,3,512.000
3.504711,4,504.000
4.005106,5,505.000
4.500745,6,500.000
5.006099,7,506.000
5.501429,8,501.000
6.011033,9,511.000
6.510717,10,510.000
7.006276,11,506.000
7.511400,12,511.000
8.007373,13,507.000
8.503793,14,503.000
9.003513,15,503.000
9.503673,16,503.000
10.008332,17,508.000
10.509258,18,509.000
11.005615,19,505.000
11.501236,20,501.000
12.000731,21,500.000
12.500560,22,500.000
13.000452,23,500.000
13.500054,24,500.000
14.008497,25,508.000
14.517192,26,517.000
15.004648,27,504.000
15.517614,28,517.000
16.012947,29,512.000
16.504342,30,504.000
17.017389,31,517.000
17.509188,32,509.000
18.004771,33,504.000
18.504969,34,504.000
19.005473,35,505.000
19.509375,36,509.000
