time_s,seq,rtt_ms
1.027889,0,27.000
1.500208,1,0.000
2.007736,2,7.000
2.522013,3,22.000
3.017511,4,17.000
3.520574,5,20.000
4.017364,6,17.000
4.518426,7,18.000
5.017901,8,17.000
5.520613,9,20.000
6.020491,10,20.000
6.518283,11,18.000
7.020626,12,20.000
7.518170,13,18.000
8.020836,14,20.000
8.520865,15,20.000
9.022728,16,22.000
9.519149,17,19.000
10.019677,18,19.000
10.519584,19,19.000
11.020430,20,20.000
11.520869,21,20.000
12.018523,22,18.000
12.518340,23,18.000
13.024253,24,24.000
13.520921,25,20.000
14.022917,26,22.000
14.524191,27,24.000
15.018500,28,18.000
15.517955,29,17.000
16.020694,30,20.000
16.517654,31,17.000
17.020132,32,20.000
17.524575,33,24.000
18.018497,34,18.000
18.523039,35,23.000
19.019106,36,19.000
19.518968,37,18.000
