time_s,seq,rtt_ms
1.024900,0,24.000
1.500211,1,0.000
2.000214,2,0.000
2.543804,3,43.000
3.044824,4,44.000
3.544699,5,44.000
4.049256,6,49.000
4.549702,7,49.000
5.049573,8,49.000
5.543790,9,43.000
6.046458,10,46.000
6.549631,11,49.000
7.040999,12,40.000
7.549180,13,49.000
8.048676,14,48.000
8.543352,15,43.000
9.046543,16,46.000
9.550211,17,50.000
10.048752,18,48.000
10.552319,19,52.000
11.046689,20,46.000
11.545798,21,45.000
12.040554,22,40.000
12.544339,23,44.000
13.048167,24,48.000
13.543447,25,43.000
14.042847,26,42.000
14.546234,27,46.000
15.045035,28,45.000
15.541661,29,41.000
16.045219,30,45.000
16.555896,31,55.000
17.046697,32,46.000
17.542777,33,42.000
18.047393,34,47.000
18.552019,35,52.000
19.051046,36,51.000
19.543671,37,43.000
