time_s,seq,rtt_ms
2.04288,0,42
2.30089,1,100
2.53669,2,136
2.97089,4,170
3.19026,5,190
3.34959,6,149
3.54747,7,147
3.74877,8,148
3.94881,9,148
4.1533,10,153
4.35495,11,154
4.55123,12,151
4.75477,13,154
4.95071,14,150
5.14666,15,146
5.34841,16,148
5.5564,17,156
5.7616,18,161
5.95785,19,157
6.15288,20,152
6.34915,21,149
6.54512,22,145
6.74671,23,146
6.94909,24,149
7.15041,25,150
7.3485,26,148
7.54564,27,145
7.75007,28,150
7.94678,29,146
8.1479,30,147
8.35742,31,157
8.75931,33,159
8.96106,34,161
9.14883,35,148
9.34501,36,145
9.54849,37,148
9.75036,38,150
9.94724,39,147
10.1451,40,145
10.3532,41,153
10.544,42,143
10.748,43,147
10.9475,44,147
11.1437,45,143
11.3608,46,160
11.5466,47,146
11.7448,48,144
11.953,49,153
12.1498,50,149
12.3456,51,145
12.5527,52,152
12.7455,53,145
12.9532,54,153
13.1459,55,145
13.3491,56,149
13.5488,57,148
13.748,58,148
13.9488,59,148
14.1471,60,147
14.3482,61,148
14.5482,62,148
14.7481,63,148
14.9465,64,146
15.146,65,146
15.3456,66,145
15.5479,67,147
15.7488,68,148
15.9477,69,147
16.1523,70,152
16.355,71,155
16.5477,72,147
16.748,73,148
16.9442,74,144
17.1486,75,148
17.3499,76,149
17.5523,77,152
17.7486,78,148
17.946,79,145
18.1459,80,145
18.3502,81,150
18.5474,82,147
18.7514,83,151
18.9483,84,148
19.1477,85,147
19.3495,86,149
19.5488,87,148
19.7481,88,148
19.9513,89,151
