time_s,seq,rtt_ms
2.02749,0,27
2.30149,1,101
2.548,2,147
2.74951,3,149
2.94987,4,149
3.14886,5,148
3.35398,6,153
3.55064,7,150
3.74676,8,146
3.95026,9,150
4.14727,10,147
4.35343,11,153
4.55165,12,151
4.74641,13,146
4.94615,14,146
5.14827,15,148
5.34991,16,149
5.54775,17,147
5.75395,18,153
5.94973,19,149
6.14751,20,147
6.34875,21,148
6.54878,22,148
6.7523,23,152
6.94433,24,144
7.15263,25,152
7.35329,26,153
7.54965,27,149
7.75175,28,151
7.94402,29,144
8.15057,30,150
8.34874,31,148
8.5499,32,149
8.74819,33,148
8.94778,34,147
10.1636,40,163
10.3473,41,147
10.5532,42,153
10.7467,43,146
10.9451,44,145
11.1475,45,147
11.3512,46,151
11.5484,47,148
11.7491,48,149
11.9443,49,144
12.1459,50,145
12.3465,51,146
12.5516,52,151
12.7489,53,148
12.9498,54,149
13.406,56,206
13.7651,58,165
14.3705,61,170
14.7581,63,158
14.9534,64,153
15.1487,65,148
15.3454,66,145
15.5469,67,146
15.7511,68,151
15.9504,69,150
16.1474,70,147
16.3479,71,147
16.5485,72,148
16.7497,73,149
16.9484,74,148
17.1494,75,149
17.3498,76,149
17.5485,77,148
17.7476,78,147
17.9468,79,146
18.1502,80,150
18.3552,81,155
18.5512,82,151
18.7525,83,152
18.9539,84,153
19.1483,85,148
19.3488,86,148
19.5481,87,148
19.7478,88,147
19.9472,89,147
