time_s,seq,rtt_ms
2.33221,1,132
2.55058,2,150
2.75001,3,150
2.94981,4,149
3.14555,5,145
3.34736,6,147
3.54532,7,145
3.75128,8,151
3.94506,9,145
4.1455,10,145
4.34675,11,146
4.54977,12,149
4.74993,13,149
4.94662,14,146
5.14993,15,149
5.35091,16,150
5.55188,17,151
5.75009,18,150
5.95082,19,150
6.14971,20,149
6.35471,21,154
6.54805,22,148
6.75487,23,154
6.95064,24,150
7.14724,25,147
7.34678,26,146
7.55015,27,150
7.7468,28,146
7.95271,29,152
8.15268,30,152
8.5691,32,169
8.80033,33,200
9.19833,35,198
9.35026,36,150
9.55063,37,150
9.74746,38,147
9.94807,39,148
10.153,40,152
10.5492,42,149
10.7517,43,151
10.9508,44,150
11.1513,45,151
11.3461,46,146
11.5487,47,148
11.7485,48,148
11.946,49,145
12.1501,50,150
12.3492,51,149
12.5572,52,157
12.7491,53,149
12.9515,54,151
13.151,55,151
13.3452,56,145
13.5474,57,147
13.7506,58,150
13.9468,59,146
14.1469,60,146
14.3496,61,149
14.5498,62,149
14.7526,63,152
14.9475,64,147
15.1496,65,149
15.3467,66,146
15.5497,67,149
15.7499,68,149
15.9496,69,149
16.1483,70,148
16.3538,71,153
16.5488,72,148
16.7511,73,151
16.9501,74,150
17.1504,75,150
17.3474,76,147
17.5485,77,148
17.7488,78,148
17.945,79,144
18.1517,80,151
18.348,81,147
18.5518,82,151
18.7462,83,146
18.9523,84,152
19.1471,85,147
19.3496,86,149
19.5466,87,146
19.7474,88,147
19.9476,89,147
