time_s,seq,rtt_ms
1.025985,0,25.000
1.500315,1,0.000
2.000213,2,0.000
2.567330,3,67.000
3.067381,4,67.000
3.528354,5,28.000
4.028469,6,28.000
4.517793,7,17.000
5.021214,8,21.000
5.517697,9,17.000
6.013963,10,13.000
6.514811,11,14.000
7.014525,12,14.000
7.511433,13,11.000
8.012705,14,12.000
8.512693,15,12.000
9.012577,16,12.000
9.512421,17,12.000
10.013656,18,13.000
10.511758,19,11.000
11.012418,20,12.000
11.514860,21,14.000
12.011780,22,11.000
12.512682,23,12.000
13.012896,24,12.000
13.513243,25,13.000
14.011894,26,11.000
14.514227,27,14.000
15.013911,28,13.000
15.512353,29,12.000
16.015894,30,15.000
16.512366,31,12.000
17.013578,32,13.000
17.512991,33,12.000
18.011425,34,11.000
18.513286,35,13.000
19.014806,36,14.000
19.511829,37,11.000
