time_s,seq,rtt_ms
1.019976,0,19.000
1.500228,1,0.000
2.000208,2,0.000
2.522273,3,22.000
3.024140,4,24.000
3.524272,5,24.000
4.023677,6,23.000
4.530579,7,30.000
5.028803,8,28.000
5.521834,9,21.000
6.025661,10,25.000
6.529632,11,29.000
7.023113,12,23.000
7.525391,13,25.000
8.021918,14,21.000
8.521731,15,21.000
9.029738,16,29.000
9.525913,17,25.000
10.022106,18,22.000
10.522666,19,22.000
11.024558,20,24.000
11.522288,21,22.000
12.021416,22,21.000
12.526883,23,26.000
13.023679,24,23.000
13.522906,25,22.000
14.024078,26,24.000
14.522783,27,22.000
15.027170,28,27.000
15.523589,29,23.000
16.023402,30,23.000
16.524097,31,24.000
17.021631,32,21.000
17.522245,33,22.000
18.022449,34,22.000
18.521667,35,21.000
19.023309,36,23.000
19.521843,37,21.000
