time_s,seq,rtt_ms
1.027256,0,27.000
1.514780,1,14.000
3.019437,3,519.000
3.449247,4,449.000
3.868114,5,368.000
4.897237,7,397.000
5.569909,8,569.000
5.643734,9,143.000
6.124670,10,124.000
6.598862,11,98.000
7.096425,12,96.000
7.593503,13,93.000
8.095292,14,95.000
8.604420,15,104.000
9.096132,16,96.000
9.605114,17,105.000
10.108085,18,108.000
10.594839,19,94.000
11.098033,20,98.000
11.606921,21,106.000
12.865059,23,365.000
13.096981,24,96.000
13.600263,25,100.000
14.092563,26,92.000
15.109208,28,109.000
15.601687,29,101.000
16.105529,30,105.000
16.607992,31,107.000
17.100049,32,100.000
17.603154,33,103.000
18.106099,34,106.000
18.608233,35,108.000
19.747635,37,247.000
