time_s,seq,rtt_ms
1.023795,0,23.000
1.500208,1,0.000
2.000211,2,0.000
2.535306,3,35.000
3.041157,4,41.000
3.538916,5,38.000
4.036873,6,36.000
4.536116,7,36.000
5.037786,8,37.000
5.535714,9,35.000
6.041574,10,41.000
6.540088,11,40.000
7.034989,12,34.000
7.541278,13,41.000
8.036395,14,36.000
8.535503,15,35.000
9.222596,16,222.000
9.539827,17,39.000
10.034699,18,34.000
10.535729,19,35.000
11.034128,20,34.000
11.536041,21,36.000
12.034745,22,34.000
12.540398,23,40.000
13.050172,24,50.000
13.556125,25,56.000
14.039409,26,39.000
14.537967,27,37.000
15.035518,28,35.000
15.534186,29,34.000
16.039704,30,39.000
16.537598,31,37.000
17.036139,32,36.000
17.541405,33,41.000
18.035847,34,35.000
18.533711,35,33.000
19.036448,36,36.000
19.534207,37,34.000
