time_s,seq,rtt_ms
2.0286,0,28
2.302,1,101
2.54855,2,148
2.74907,3,149
2.94838,4,148
3.14766,5,147
3.35304,6,153
3.55226,7,152
3.74766,8,147
3.94999,9,149
4.14979,10,149
4.35274,11,152
4.55034,12,150
4.74451,13,144
4.94623,14,146
5.14786,15,147
5.34974,16,149
5.54718,17,147
5.75328,18,153
5.95063,19,150
6.14813,20,148
6.34959,21,149
6.54781,22,147
6.75181,23,151
6.94458,24,144
7.15103,25,151
7.34877,26,148
7.54735,27,147
7.74943,28,149
7.94283,29,142
8.15106,30,151
8.34847,31,148
8.54965,32,149
8.74849,33,148
8.94793,34,147
9.15373,35,153
9.34961,36,149
9.96679,39,166
10.1526,40,152
10.3469,41,146
10.5529,42,152
10.7464,43,146
10.9446,44,144
11.1484,45,148
11.3509,46,150
11.5481,47,148
11.749,48,149
11.9441,49,144
12.1468,50,146
12.3496,51,149
12.5525,52,152
12.7488,53,148
12.9493,54,149
13.149,55,149
13.3496,56,149
13.5457,57,145
13.7459,58,145
13.9494,59,149
14.1489,60,148
14.347,61,147
14.5469,62,146
14.7466,63,146
14.9504,64,150
15.1487,65,148
15.3455,66,145
15.5477,67,147
15.7518,68,151
15.949,69,149
16.1472,70,147
16.3472,71,147
16.5483,72,148
16.7494,73,149
16.9484,74,148
17.1483,75,148
17.3514,76,151
17.5476,77,147
17.7481,78,148
17.9464,79,146
18.1498,80,149
18.3474,81,147
18.5502,82,150
18.7478,83,147
18.9484,84,148
19.1485,85,148
19.3488,86,148
19.5488,87,148
19.7481,88,148
19.947,89,147
