time_s,seq,rtt_ms
2.0335,0,33
2.29774,1,97
2.54854,2,148
2.74999,3,149
2.948,4,148
3.14944,5,149
3.34532,6,145
3.54583,7,145
3.74901,8,149
3.94618,9,146
4.14566,10,145
4.34461,11,144
4.54737,12,147
4.74714,13,147
4.94894,14,148
5.14786,15,147
5.34728,16,147
5.54782,17,147
5.74446,18,144
5.94825,19,148
6.14798,20,147
6.35347,21,153
6.54839,22,148
6.7488,23,148
6.94684,24,146
7.14787,25,147
7.34495,26,144
7.54914,27,149
7.74714,28,147
7.94971,29,149
8.15112,30,151
8.39746,31,197
8.55087,32,150
8.74986,33,149
8.96227,34,162
9.14806,35,148
9.35133,36,151
9.54977,37,149
9.74844,38,148
9.94693,39,146
10.1514,40,151
10.3526,41,152
10.5539,42,153
10.7505,43,150
10.9487,44,148
11.1477,45,147
11.3489,46,148
11.5458,47,145
11.7503,48,150
11.9514,49,151
12.1664,50,166
12.3477,51,147
12.5502,52,150
12.7448,53,144
12.9685,54,168
13.1497,55,149
13.3453,56,145
13.5449,57,144
13.7473,58,147
13.9455,59,145
14.1468,60,146
14.3511,61,151
14.5501,62,150
14.7516,63,151
14.9468,64,146
15.1481,65,148
15.3482,66,148
15.5493,67,149
15.7505,68,150
15.9481,69,148
16.1477,70,147
16.3485,71,148
16.5513,72,151
16.7489,73,148
16.9457,74,145
17.1519,75,151
17.3465,76,146
17.5477,77,147
17.7506,78,150
17.9537,79,153
18.1504,80,150
18.3495,81,149
18.5483,82,148
18.7458,83,145
18.9545,84,154
19.15,85,149
19.3485,86,148
19.5462,87,146
19.7493,88,149
19.9479,89,147
