time_s,seq,rtt_ms
2.0286,0,28
2.302,1,102
2.54855,2,148
2.74908,3,149
2.94839,4,148
3.14746,5,147
3.35303,6,153
3.55227,7,152
3.74751,8,147
3.94863,9,148
4.14791,10,147
4.35249,11,152
4.55148,12,151
4.74632,13,146
4.94579,14,145
5.1476,15,147
5.35039,16,150
5.5479,17,147
5.75287,18,152
5.95013,19,150
6.14771,20,147
6.34786,21,147
6.54776,22,147
6.75327,23,153
6.94382,24,143
7.15159,25,151
7.34936,26,149
7.54816,27,148
7.74679,28,146
7.94187,29,141
8.15149,30,151
8.34788,31,147
8.54944,32,149
8.7471,33,147
8.94782,34,147
9.14827,35,148
9.34839,36,148
9.54781,37,147
9.74922,38,149
9.94867,39,148
10.1532,40,153
10.3466,41,146
10.5514,42,151
10.7461,43,146
10.9447,44,144
11.1479,45,147
11.351,46,151
11.5489,47,148
11.7477,48,147
11.9432,49,143
12.1467,50,146
12.3475,51,147
12.5517,52,151
12.7481,53,148
12.9479,54,147
13.1473,55,147
13.3486,56,148
13.5468,57,146
13.7471,58,147
13.9499,59,149
14.1491,60,149
14.3451,61,145
14.5448,62,144
14.7476,63,147
14.946,64,145
15.1492,65,149
15.3449,66,144
15.5487,67,148
15.7513,68,151
15.9492,69,149
16.1471,70,147
16.3475,71,147
16.5469,72,146
16.7497,73,149
16.9471,74,147
17.1497,75,149
17.3516,76,151
17.5475,77,147
17.7492,78,149
17.9464,79,146
18.1481,80,148
18.3491,81,149
18.5498,82,149
18.7475,83,147
18.949,84,149
19.1484,85,148
19.3497,86,149
19.5507,87,150
19.7469,88,146
19.9477,89,147
