time_s,seq,rtt_ms
2.03279,0,32
2.30963,1,109
2.54602,2,146
2.74808,3,148
2.94986,4,149
3.14408,5,144
3.34356,6,143
3.55322,7,153
3.7487,8,148
3.95017,9,150
4.15134,10,151
4.34961,11,149
4.54741,12,147
4.75115,13,151
4.9471,14,147
5.14648,15,146
5.34643,16,146
5.54683,17,146
5.74982,18,149
5.94644,19,146
6.14877,20,148
6.35205,21,152
6.54989,22,149
6.74789,23,147
6.94568,24,145
7.14737,25,147
7.35031,26,150
7.54924,27,149
7.74903,28,149
7.9434,29,143
8.14868,30,148
8.34586,31,145
8.54761,32,147
8.75356,33,153
8.94732,34,147
9.14895,35,148
9.34341,36,143
9.54539,37,145
9.74599,38,145
9.94964,39,149
10.1476,40,147
10.3498,41,149
10.5454,42,145
10.7476,43,147
10.9471,44,147
11.1495,45,149
11.3498,46,149
11.5459,47,145
11.7491,48,149
11.9452,49,145
12.1471,50,147
12.3463,51,146
12.5492,52,149
12.7467,53,146
12.9485,54,148
13.1478,55,147
13.3485,56,148
13.5466,57,146
13.7477,58,147
13.9495,59,149
14.1452,60,145
14.3452,61,145
14.5474,62,147
14.7503,63,150
14.9469,64,146
15.1456,65,145
15.3459,66,145
15.5451,67,145
15.7514,68,151
15.9454,69,145
16.1474,70,147
16.3484,71,148
16.5496,72,149
16.7459,73,145
16.947,74,146
17.1481,75,148
17.3452,76,145
17.5503,77,150
17.7492,78,149
17.9484,79,148
18.1446,80,144
18.3497,81,149
18.5457,82,145
18.749,83,149
18.9464,84,146
19.1501,85,150
19.3484,86,148
19.5495,87,149
19.7482,88,148
19.946,89,145
