time_s,seq,rtt_ms
2.04326,0,43
2.30553,1,105
2.54373,2,143
2.74865,3,148
2.94692,4,146
3.14948,5,149
3.3491,6,149
3.54708,7,147
3.74808,8,148
3.94785,9,147
4.14989,10,149
4.3478,11,147
4.54845,12,148
4.74871,13,148
4.94669,14,146
5.14595,15,145
5.34873,16,148
5.55106,17,151
5.74404,18,144
5.94987,19,149
6.14965,20,149
6.3483,21,148
6.5449,22,144
6.74702,23,147
6.94878,24,148
7.14989,25,149
7.34743,26,147
7.5472,27,147
7.75172,28,151
7.9469,29,146
8.14762,30,147
8.34912,31,149
8.54791,32,147
8.75022,33,150
8.94877,34,148
9.14722,35,147
9.34434,36,144
9.54778,37,147
9.74865,38,148
9.94728,39,147
10.1439,40,143
10.3517,41,151
10.5448,42,144
10.7495,43,149
10.9471,44,147
11.1438,45,143
11.3506,46,150
11.5476,47,147
11.7443,48,144
11.9512,49,151
12.1494,50,149
12.3454,51,145
12.5491,52,149
12.7469,53,146
12.9502,54,150
13.1464,55,146
13.3489,56,148
13.5482,57,148
13.7483,58,148
13.9485,59,148
14.1465,60,146
14.3473,61,147
14.549,62,148
14.7493,63,149
14.9459,64,145
15.1469,65,146
15.345,66,144
15.5478,67,147
15.7484,68,148
15.9481,69,148
16.1502,70,150
16.3421,71,142
16.5468,72,146
16.7464,73,146
16.944,74,144
17.1469,75,146
17.3506,76,150
17.5516,77,151
17.7478,78,147
17.9447,79,144
18.1466,80,146
18.3503,81,150
18.549,82,149
18.7527,83,152
18.9438,84,143
19.1464,85,146
19.3481,86,148
19.5469,87,146
19.75,88,149
19.9513,89,151
