time_s,seq,rtt_ms
2.02294,0,22
2.37345,1,173
2.58789,2,187
2.78974,3,189
2.99468,4,194
3.22966,5,229
3.44719,6,247
3.60484,7,204
3.78501,8,185
3.88554,9,85
4.00214,10,2
4.20214,11,2
4.40239,12,2
4.69464,13,94
4.91215,14,112
5.1147,15,114
5.31675,16,116
5.51739,17,117
5.71984,18,119
5.92189,19,121
6.12386,20,123
6.31887,21,118
6.52325,22,123
6.72327,23,123
6.92457,24,124
7.12679,25,126
7.32585,26,125
7.52645,27,126
7.7306,28,130
7.9309,29,130
8.133,30,133
8.33487,31,134
8.5143,32,114
8.75438,33,154
8.90229,34,102
9.10437,35,104
9.31201,36,112
9.51128,37,111
9.71665,38,116
9.9232,39,123
10.1304,40,130
10.3288,41,128
10.5301,42,130
10.7338,43,133
10.9361,44,136
11.1315,45,131
11.3369,46,136
11.5333,47,133
11.733,48,133
11.9332,49,133
12.1365,50,136
12.3351,51,135
12.5352,52,135
12.7369,53,136
12.9389,54,138
13.1337,55,133
13.3388,56,138
13.5402,57,140
13.7326,58,132
13.9362,59,136
14.1402,60,140
14.339,61,139
14.543,62,142
14.7425,63,142
14.9459,64,145
15.1478,65,147
15.3551,66,155
15.5555,67,155
15.7583,68,158
15.9653,69,165
16.1691,70,169
16.3777,71,177
16.5759,72,175
16.7857,73,185
16.9951,74,195
17.2063,75,206
17.4452,76,245
17.6471,77,247
17.7852,78,185
17.9853,79,185
18.1099,80,109
18.3114,81,111
18.5171,82,117
18.7184,83,118
18.9257,84,125
19.1239,85,123
19.3258,86,125
19.5289,87,128
19.7251,88,125
19.9295,89,129
