time_s,seq,rtt_ms
2.02616,0,26
2.37636,1,176
2.57981,2,179
2.79969,3,199
2.9888,4,188
3.22919,5,229
3.44241,6,242
3.62689,7,226
3.78933,8,189
3.91038,9,110
4.00302,10,3
4.20213,11,2
4.40214,12,2
4.68038,13,80
4.91032,14,110
5.11392,15,113
5.31362,16,113
5.51706,17,117
5.72036,18,120
5.92275,19,122
6.12241,20,122
6.3276,21,127
6.52728,22,127
6.72397,23,123
6.92416,24,124
7.12572,25,125
7.32744,26,127
7.52714,27,127
7.73056,28,130
7.93061,29,130
8.13461,30,134
8.33417,31,134
8.5347,32,134
8.73331,33,133
8.93479,34,134
9.14209,35,142
9.34198,36,141
9.54084,37,140
9.74059,38,140
9.94539,39,145
10.1479,40,147
10.3423,41,142
10.5491,42,149
10.7504,43,150
10.9543,44,154
11.156,45,156
11.3571,46,157
11.5644,47,164
11.7729,48,172
11.983,49,182
12.1867,50,186
12.3972,51,197
12.6119,52,211
12.8417,53,241
13.0483,54,248
13.1881,55,188
13.3513,56,151
13.5011,57,101
13.7103,58,110
13.9098,59,109
14.1113,60,111
14.3126,61,112
14.5208,62,120
14.7193,63,119
14.9176,64,117
15.1251,65,125
15.3229,66,122
15.5229,67,122
15.7277,68,127
15.9237,69,123
16.1227,70,122
16.3249,71,124
16.5261,72,126
16.729,73,128
16.9299,74,129
17.1312,75,131
17.3317,76,131
17.533,77,132
17.7327,78,132
17.9372,79,137
18.1333,80,133
18.3415,81,141
18.5435,82,143
18.7459,83,145
18.9424,84,142
19.1412,85,141
19.3477,86,147
19.5529,87,152
19.7481,88,148
19.953,89,152
