time_s,seq,rtt_ms
1.015884,0,15.000
1.500208,1,0.000
2.000211,2,0.000
2.518337,3,18.000
3.017757,4,17.000
3.519619,5,19.000
4.017803,6,17.000
4.517871,7,17.000
5.021599,8,21.000
5.519214,9,19.000
6.019228,10,19.000
6.520505,11,20.000
7.019172,12,19.000
7.518325,13,18.000
8.018042,14,18.000
8.518184,15,18.000
9.020787,16,20.000
9.518470,17,18.000
10.017251,18,17.000
10.520068,19,20.000
11.020933,20,20.000
11.517500,21,17.000
12.020787,22,20.000
12.527500,23,27.000
13.018657,24,18.000
13.523183,25,23.000
14.018526,26,18.000
14.528225,27,28.000
15.019424,28,19.000
15.521098,29,21.000
16.017850,30,17.000
16.519731,31,19.000
17.020927,32,20.000
17.519726,33,19.000
18.017628,34,17.000
18.518474,35,18.000
19.018272,36,18.000
19.518931,37,18.000
