time_s,seq,rtt_ms
2.02229,0,22
2.37296,1,172
2.58198,2,181
2.78762,3,187
2.98963,4,189
3.23323,5,233
3.44875,6,248
3.6138,7,213
3.79873,8,198
3.94308,9,143
4.11181,10,111
4.31641,11,116
4.51845,12,118
4.72678,13,126
4.92977,14,129
5.12241,15,122
5.32521,16,125
5.52234,17,122
5.72748,18,127
5.9272,19,127
6.12466,20,124
6.32557,21,125
6.52473,22,124
6.72758,23,127
6.92917,24,129
7.12781,25,127
7.32978,26,129
7.53135,27,131
7.73707,28,137
7.93428,29,134
8.13502,30,135
8.34204,31,142
8.54315,32,143
8.74543,33,145
8.94112,34,141
9.33385,36,133
9.55947,37,159
9.74782,38,147
9.95141,39,151
10.1783,40,178
10.3094,41,109
10.518,42,117
10.7218,43,121
10.9305,44,130
11.1339,45,133
11.3377,46,137
11.5383,47,138
11.741,48,141
11.9441,49,144
12.1452,50,145
12.3518,51,151
12.5453,52,145
12.7519,53,151
12.9518,54,151
13.1564,55,156
13.3577,56,157
13.5549,57,154
13.7534,58,153
13.9493,59,149
14.1536,60,153
14.3489,61,148
14.5458,62,145
14.7506,63,150
14.9538,64,153
15.1519,65,151
15.3503,66,150
15.5496,67,149
15.7506,68,150
15.9561,69,156
16.1562,70,156
16.3601,71,160
16.5611,72,161
16.7621,73,162
16.9658,74,165
17.1698,75,169
17.3796,76,179
17.5722,77,172
17.784,78,184
17.9941,79,194
18.2032,80,203
18.4013,81,201
18.6121,82,212
18.847,83,247
19.047,84,247
19.1907,85,190
19.3962,86,196
19.5172,87,117
19.7132,88,113
19.9221,89,122
