time_s,seq,rtt_ms
2.02259,0,22
2.29022,1,90
2.5178,2,117
2.73642,3,136
2.88533,4,85
3.03952,5,39
3.24832,6,48
3.45192,7,51
3.65724,8,57
3.8585,9,58
4.06298,10,62
4.20552,11,5
4.40238,12,2
4.64717,13,47
4.83313,14,33
5.0358,15,35
5.2339,16,33
5.44319,17,43
5.64439,18,44
5.84016,19,40
6.0516,20,51
6.25639,21,56
6.46136,22,61
6.64202,23,42
6.84576,24,45
7.04947,25,49
7.20567,26,5
7.42161,27,21
7.62522,28,25
7.80248,29,2
8.0139,30,13
8.20214,31,2
8.42323,32,23
8.64386,33,43
8.83312,34,33
9.04073,35,40
10.2021,41,2
10.4335,42,33
10.6372,43,37
10.8399,44,39
11.0465,45,46
11.2503,46,50
11.4679,47,67
11.6391,48,39
11.8453,49,45
12.0653,50,65
12.249,51,48
12.4305,52,30
12.6303,53,30
12.8418,54,41
13.0481,55,48
13.8365,59,36
14.0232,60,23
15.2036,66,3
15.4028,67,2
15.6021,68,2
15.8025,69,2
16.0029,70,2
16.2024,71,2
16.449,72,48
16.6575,73,57
16.8731,74,73
17.1025,75,102
17.2616,76,61
17.4608,77,60
17.6021,78,2
17.8021,79,2
18.0021,80,2
19.0081,85,8
19.2023,86,2
19.4118,87,11
19.6167,88,16
19.8148,89,14
