time_s,seq,rtt_ms
4.03181,0,2031
4.041,1,1841
4.382,11,181
4.62634,12,226
4.85112,13,251
5.04376,14,243
5.12458,15,124
5.2577,16,57
5.40214,17,2
5.60214,18,2
5.80237,19,2
6.00254,20,2
6.20214,21,2
6.4982,22,98
6.79411,23,194
7.05266,24,252
7.2434,25,243
7.39935,26,199
7.60162,27,201
7.75306,28,153
7.91767,29,117
8.12196,30,121
8.32536,31,125
8.56221,32,162
8.73394,33,133
8.89342,34,93
9.09901,35,99
9.29911,36,99
9.50298,37,102
9.70586,38,105
9.90184,39,101
10.1055,40,105
10.3035,41,103
10.5079,42,107
10.7079,43,107
10.9093,44,109
11.1108,45,110
11.6322,48,32
11.8282,49,28
12.0239,50,23
12.2021,51,2
12.4021,52,2
12.6021,53,2
12.8314,54,31
13.0393,55,39
13.2482,56,48
13.4485,57,48
13.6519,58,51
13.8538,59,53
14.0626,60,62
14.2596,61,59
14.4714,62,71
14.6696,63,69
14.8709,64,70
15.0742,65,74
15.4746,67,74
15.686,68,85
15.8889,69,88
16.0885,70,88
17.2125,76,12
17.4021,77,2
17.6872,78,87
17.8974,79,97
18.0916,80,91
18.2944,81,94
18.4951,82,95
18.7008,83,100
18.9019,84,101
19.1054,85,105
19.3115,86,111
19.5243,87,124
19.6811,88,81
19.8869,89,86
