time_s,seq,rtt_ms
2.02741,0,27
2.30134,1,101
2.55077,2,150
2.75016,3,150
2.94918,4,149
3.14651,5,146
3.35354,6,153
3.55126,7,151
3.74947,8,149
3.94968,9,149
4.148,10,147
4.35505,11,155
4.55465,12,154
4.77727,13,177
4.94966,14,149
5.15005,15,150
5.34987,16,149
5.54749,17,147
5.75359,18,153
5.95145,19,151
6.15041,20,150
6.34946,21,149
6.54682,22,146
6.75179,23,151
6.94457,24,144
7.15205,25,152
7.54949,27,149
7.74824,28,148
7.94215,29,142
8.15178,30,151
8.3482,31,148
8.5487,32,148
8.75062,33,150
8.94885,34,148
10.3467,41,146
10.5515,42,151
10.7469,43,146
10.9437,44,143
11.1484,45,148
11.3525,46,152
11.5503,47,150
11.7502,48,150
11.9445,49,144
12.1555,50,155
12.3484,51,148
12.5536,52,153
12.7478,53,147
12.9485,54,148
13.1468,55,146
13.6552,58,55
15.0881,65,88
15.3499,66,149
15.5456,67,145
15.7455,68,145
15.9497,69,149
16.1469,70,146
16.3485,71,148
16.5454,72,145
16.7499,73,149
16.9503,74,150
17.143,75,142
17.3461,76,146
17.5441,77,144
17.7526,78,152
17.9499,79,149
18.1464,80,146
18.3549,81,154
18.5597,82,159
18.9504,84,150
19.15,85,149
19.3477,86,147
19.5504,87,150
19.7517,88,151
19.9508,89,150
