time_s,seq,rtt_ms
1.014878,0,14.000
1.500312,1,0.000
2.018162,2,18.000
2.689938,3,189.000
4.100878,5,600.000
4.101046,6,101.000
4.597178,7,97.000
5.103160,8,103.000
5.598936,9,98.000
6.092768,10,92.000
6.600138,11,100.000
7.094304,12,94.000
7.590496,13,90.000
8.587923,15,87.000
9.062055,16,62.000
9.563603,17,63.000
10.056611,18,56.000
10.557481,19,57.000
11.064149,20,64.000
11.560124,21,60.000
12.066280,22,66.000
12.556058,23,56.000
13.074563,24,74.000
13.559524,25,59.000
14.066498,26,66.000
14.576084,27,76.000
15.067433,28,67.000
15.563471,29,63.000
16.059126,30,59.000
16.677826,31,177.000
17.067568,32,67.000
17.563367,33,63.000
18.064255,34,64.000
18.566076,35,66.000
19.060630,36,60.000
19.607012,37,107.000
