x,y,associated,offered_mbps,goodput_mbps,avg_rtt_ms,rtt_replies,tx_bytes,rx_bytes,loss_ratio,rssi_est_dbm,snr_est_db,seed,run,standard,transport,rateControl,channelWidth
2.000000,-9.000000,1,9.996800,6.553600,146.425342,14,3748800,2457600,0.344430,-55.618984,38.370716,1,20,ax,udp,adaptive,20
30.000000,11.000000,1,9.996800,6.432000,156.937103,13,3748800,2412000,0.356594,-71.813086,22.176614,1,254,ax,udp,adaptive,20
30.000000,13.000000,1,9.996800,6.592000,147.022288,14,3748800,2472000,0.340589,-72.112366,21.877334,1,255,ax,udp,adaptive,20
30.000000,15.000000,1,9.996800,6.412800,148.338322,13,3748800,2404800,0.358515,-72.444988,21.544712,1,256,ax,udp,adaptive,20
30.000000,1.000000,1,9.996800,6.585600,355.461425,12,3748800,2469600,0.341229,-70.998572,22.991128,1,249,ax,udp,adaptive,20
30.000000,3.000000,1,9.996800,5.817600,484.120789,9,3748800,2181600,0.418054,-71.056158,22.933542,1,250,ax,udp,adaptive,20
30.000000,5.000000,1,9.996800,6.556800,147.231312,14,3748800,2458800,0.344110,-71.169826,22.819874,1,251,ax,udp,adaptive,20
30.000000,7.000000,1,9.996800,6.579200,147.295491,14,3748800,2467200,0.341869,-71.336693,22.653007,1,252,ax,udp,adaptive,20
30.000000,9.000000,1,9.996800,6.540800,150.928777,13,3748800,2452800,0.345711,-71.552735,22.436965,1,253,ax,udp,adaptive,20
30.000000,-11.000000,1,9.996800,6.416000,158.066007,12,3748800,2406000,0.358195,-71.813086,22.176614,1,243,ax,udp,adaptive,20
30.000000,-13.000000,1,9.996800,6.566400,150.222341,14,3748800,2462400,0.343150,-72.112366,21.877334,1,242,ax,udp,adaptive,20
30.000000,-15.000000,1,9.996800,6.614400,147.276851,14,3748800,2480400,0.338348,-72.444988,21.544712,1,241,ax,udp,adaptive,20
30.000000,-1.000000,1,9.996800,6.592000,148.704638,13,3748800,2472000,0.340589,-70.998572,22.991128,1,248,ax,udp,adaptive,20
30.000000,-3.000000,1,9.996800,6.611200,146.403812,14,3748800,2479200,0.338668,-71.056158,22.933542,1,247,ax,udp,adaptive,20
30.000000,-5.000000,1,9.996800,6.534400,146.776948,14,3748800,2450400,0.346351,-71.169826,22.819874,1,246,ax,udp,adaptive,20
30.000000,-7.000000,1,9.996800,5.846400,289.546322,13,3748800,2192400,0.415173,-71.336693,22.653007,1,245,ax,udp,adaptive,20
30.000000,-9.000000,1,9.996800,6.387200,158.044421,13,3748800,2395200,0.361076,-71.552735,22.436965,1,244,ax,udp,adaptive,20
4.000000,11.000000,1,9.996800,6.540800,146.343234,14,3748800,2452800,0.345711,-58.728509,35.261192,1,46,ax,udp,adaptive,20
4.000000,13.000000,1,9.996800,6.556800,147.806511,14,3748800,2458800,0.344110,-60.685276,33.304424,1,47,ax,udp,adaptive,20
4.000000,15.000000,1,9.996800,6.540800,340.853916,12,3748800,2452800,0.345711,-62.407956,31.581744,1,48,ax,udp,adaptive,20
4.000000,1.000000,1,9.996800,6.592000,147.746817,14,3748800,2472000,0.340589,-45.134434,48.855266,1,41,ax,udp,adaptive,20
4.000000,3.000000,1,9.996800,6.582400,147.233637,14,3748800,2468400,0.341549,-47.646800,46.342900,1,42,ax,udp,adaptive,20
4.000000,5.000000,1,9.996800,6.544000,148.263740,14,3748800,2454000,0.345391,-50.869458,43.120242,1,43,ax,udp,adaptive,20
4.000000,7.000000,1,9.996800,6.544000,147.612520,14,3748800,2454000,0.345391,-53.871400,40.118300,1,44,ax,udp,adaptive,20
4.000000,9.000000,1,9.996800,6.544000,149.102181,14,3748800,2454000,0.345391,-56.479276,37.510424,1,45,ax,udp,adaptive,20
4.000000,-11.000000,1,9.996800,6.595200,146.682493,14,3748800,2473200,0.340269,-58.728509,35.261192,1,35,ax,udp,adaptive,20
4.000000,-13.000000,1,9.996800,6.572800,146.994210,14,3748800,2464800,0.342510,-60.685276,33.304424,1,34,ax,udp,adaptive,20
4.000000,-15.000000,1,9.996800,6.582400,149.338681,14,3748800,2468400,0.341549,-62.407956,31.581744,1,33,ax,udp,adaptive,20
4.000000,-1.000000,1,9.996800,6.588800,146.384609,14,3748800,2470800,0.340909,-45.134434,48.855266,1,40,ax,udp,adaptive,20
4.000000,-3.000000,1,9.996800,6.534400,147.978709,14,3748800,2450400,0.346351,-47.646800,46.342900,1,39,ax,udp,adaptive,20
4.000000,-5.000000,1,9.996800,6.592000,146.947689,14,3748800,2472000,0.340589,-50.869458,43.120242,1,38,ax,udp,adaptive,20
4.000000,-7.000000,1,9.996800,6.553600,147.938512,14,3748800,2457600,0.344430,-53.871400,40.118300,1,37,ax,udp,adaptive,20
4.000000,-9.000000,1,9.996800,6.537600,147.602096,14,3748800,2451600,0.346031,-56.479276,37.510424,1,36,ax,udp,adaptive,20
6.000000,11.000000,1,9.996800,6.560000,147.639164,14,3748800,2460000,0.343790,-59.616195,34.373505,1,62,ax,udp,adaptive,20
6.000000,13.000000,1,9.996800,6.566400,148.004566,14,3748800,2462400,0.343150,-61.354008,32.635692,1,63,ax,udp,adaptive,20
6.000000,15.000000,1,9.996800,6.560000,147.181427,14,3748800,2460000,0.343790,-62.927308,31.062392,1,64,ax,udp,adaptive,20
6.000000,1.000000,1,9.996800,6.576000,147.124906,14,3748800,2466000,0.342190,-50.200726,43.788974,1,57,ax,udp,adaptive,20
6.000000,3.000000,1,9.996800,6.598400,147.572456,14,3748800,2474400,0.339949,-51.475888,42.513812,1,58,ax,udp,adaptive,20
6.000000,5.000000,1,9.996800,6.604800,148.098171,14,3748800,2476800,0.339309,-53.457648,40.532053,1,59,ax,udp,adaptive,20
6.000000,7.000000,1,9.996800,6.598400,148.837876,14,3748800,2474400,0.339949,-55.618984,38.370716,1,60,ax,udp,adaptive,20
6.000000,9.000000,1,9.996800,6.617600,147.372158,14,3748800,2481600,0.338028,-57.700488,36.289212,1,61,ax,udp,adaptive,20
6.000000,-11.000000,1,9.996800,6.534400,148.156628,14,3748800,2450400,0.346351,-59.616195,34.373505,1,51,ax,udp,adaptive,20
6.000000,-13.000000,1,9.996800,6.617600,145.985141,14,3748800,2481600,0.338028,-61.354008,32.635692,1,50,ax,udp,adaptive,20
6.000000,-15.000000,1,9.996800,6.598400,146.208205,14,3748800,2474400,0.339949,-62.927308,31.062392,1,49,ax,udp,adaptive,20
6.000000,-1.000000,1,9.996800,6.524800,146.709820,14,3748800,2446800,0.347311,-50.200726,43.788974,1,56,ax,udp,adaptive,20
6.000000,-3.000000,1,9.996800,6.560000,148.184307,14,3748800,2460000,0.343790,-51.475888,42.513812,1,55,ax,udp,adaptive,20
6.000000,-5.000000,1,9.996800,6.556800,148.828912,14,3748800,2458800,0.344110,-53.457648,40.532053,1,54,ax,udp,adaptive,20
6.000000,-7.000000,1,9.996800,6.598400,147.495462,14,3748800,2474400,0.339949,-55.618984,38.370716,1,53,ax,udp,adaptive,20
6.000000,-9.000000,1,9.996800,6.560000,147.725522,14,3748800,2460000,0.343790,-57.700488,36.289212,1,52,ax,udp,adaptive,20
8.000000,11.000000,1,9.996800,6.582400,146.624041,14,3748800,2468400,0.341549,-60.685276,33.304424,1,78,ax,udp,adaptive,20
8.000000,13.000000,1,9.996800,6.576000,148.260517,14,3748800,2466000,0.342190,-62.188039,31.801661,1,79,ax,udp,adaptive,20
8.000000,15.000000,1,9.996800,6.569600,147.579388,14,3748800,2463600,0.342830,-63.591168,30.398532,1,80,ax,udp,adaptive,20
8.000000,1.000000,1,9.996800,6.556800,146.908362,14,3748800,2458800,0.344110,-53.871400,40.118300,1,73,ax,udp,adaptive,20
8.000000,3.000000,1,9.996800,6.563200,147.857780,14,3748800,2461200,0.343470,-54.627543,39.362157,1,74,ax,udp,adaptive,20
8.000000,5.000000,1,9.996800,6.553600,148.124747,14,3748800,2457600,0.344430,-55.918550,38.071150,1,75,ax,udp,adaptive,20
8.000000,7.000000,1,9.996800,6.566400,148.032996,14,3748800,2462400,0.343150,-57.473877,36.515823,1,76,ax,udp,adaptive,20
8.000000,9.000000,1,9.996800,6.572800,147.468414,14,3748800,2464800,0.342510,-59.098220,34.891480,1,77,ax,udp,adaptive,20
8.000000,-11.000000,1,9.996800,6.556800,147.570751,14,3748800,2458800,0.344110,-60.685276,33.304424,1,67,ax,udp,adaptive,20
8.000000,-13.000000,1,9.996800,6.390400,162.270027,14,3748800,2396400,0.360755,-62.188039,31.801661,1,66,ax,udp,adaptive,20
8.000000,-15.000000,1,9.996800,6.544000,150.016242,14,3748800,2454000,0.345391,-63.591168,30.398532,1,65,ax,udp,adaptive,20
8.000000,-1.000000,1,9.996800,6.579200,147.382187,14,3748800,2467200,0.341869,-53.871400,40.118300,1,72,ax,udp,adaptive,20
8.000000,-3.000000,1,9.996800,6.537600,149.360441,14,3748800,2451600,0.346031,-54.627543,39.362157,1,71,ax,udp,adaptive,20
8.000000,-5.000000,1,9.996800,6.585600,346.149284,12,3748800,2469600,0.341229,-55.918550,38.071150,1,70,ax,udp,adaptive,20
8.000000,-7.000000,1,9.996800,6.560000,147.232466,14,3748800,2460000,0.343790,-57.473877,36.515823,1,69,ax,udp,adaptive,20
8.000000,-9.000000,1,9.996800,6.585600,147.960751,14,3748800,2469600,0.341229,-59.098220,34.891480,1,68,ax,udp,adaptive,20
