time_s,seq,rtt_ms
1.028140,0,28.000
1.523602,1,23.000
4.293846,6,293.000
4.612758,7,112.000
5.122491,8,122.000
5.558675,9,58.000
6.032071,10,32.000
6.518523,11,18.000
7.021993,12,21.000
7.520191,13,20.000
8.038815,14,38.000
8.519911,15,19.000
9.022160,16,22.000
9.520170,17,20.000
10.021647,18,21.000
10.572470,19,72.000
11.020247,20,20.000
11.560408,21,60.000
12.020376,22,20.000
12.518426,23,18.000
13.026931,24,26.000
13.519776,25,19.000
14.020768,26,20.000
14.522819,27,22.000
15.018889,28,18.000
15.517560,29,17.000
16.071653,30,71.000
16.525891,31,25.000
17.017737,32,17.000
17.520383,33,20.000
18.020766,34,20.000
18.519623,35,19.000
19.017364,36,17.000
19.519042,37,19.000
