time_s,seq,rtt_ms
3.88684,9,86
4.14722,10,147
4.4967,12,96
6.62716,22,227
7.00394,24,203
7.14848,25,148
7.34572,26,145
7.54916,27,149
7.74748,28,147
7.94804,29,148
8.15008,30,150
9.56234,37,162
9.74592,38,145
9.94912,39,149
10.1495,40,149
10.347,41,147
10.5483,42,148
10.7524,43,152
10.9484,44,148
11.1515,45,151
11.3518,46,151
11.5623,47,162
11.7512,48,151
11.9557,49,155
12.1525,50,152
12.363,51,162
12.5661,52,166
12.7738,53,173
12.9584,54,158
13.1799,55,179
13.3516,56,151
13.5445,57,144
13.7504,58,150
13.9462,59,146
14.1448,60,144
14.3668,61,166
14.5783,62,178
14.7466,63,146
14.9603,64,160
15.1522,65,152
15.3535,66,153
15.5552,67,155
15.7488,68,148
15.9522,69,152
17.3725,76,172
17.5532,77,153
17.7467,78,146
17.9682,79,168
18.1661,80,166
18.3493,81,149
18.5515,82,151
18.747,83,147
18.9479,84,147
19.1455,85,145
19.351,86,151
19.5517,87,151
19.7489,88,148
19.9499,89,149
