time_s,seq,rtt_ms
2.21962,1,19
2.40228,2,2
2.60227,3,2
2.80227,4,2
3.00228,5,2
3.20227,6,2
3.40265,7,2
3.60228,8,2
3.80227,9,2
4.00227,10,2
4.20228,11,2
4.40261,12,2
4.60227,13,2
4.80228,14,2
5.00478,15,4
5.469,17,69
5.60295,18,2
6.03057,20,30
6.20352,21,3
6.4212,22,21
6.63959,23,39
6.82388,24,23
7.02551,25,25
7.20267,26,2
7.40259,27,2
7.60234,28,2
7.80233,29,2
8.02403,30,24
9.20652,36,6
9.40216,37,2
9.62762,38,27
9.83244,39,32
10.0392,40,39
10.6054,43,5
10.8022,44,2
11.0041,45,4
11.2023,46,2
11.4021,47,2
11.6361,48,36
11.8408,49,40
12.0438,50,43
13.0197,55,19
13.2079,56,7
13.4021,57,2
13.6396,58,39
13.8447,59,44
14.0429,60,42
14.2663,61,66
14.4242,62,24
14.6318,63,31
14.8396,64,39
15.0426,65,42
15.2461,66,46
15.4525,67,52
15.6565,68,56
15.859,69,59
16.0653,70,65
16.2791,71,79
16.4634,72,63
16.6836,73,83
16.8585,74,58
17.0753,75,75
17.2536,76,53
17.6055,78,5
18.0315,80,31
18.2144,81,14
18.4266,82,26
18.6025,83,2
18.826,84,25
19.0307,85,30
19.2317,86,31
19.4359,87,35
19.6399,88,39
19.8478,89,47
