time_s,seq,rtt_ms
1.018802,0,18.000
1.500211,1,0.000
2.000214,2,0.000
2.541803,3,41.000
3.036362,4,36.000
3.538064,5,38.000
4.036844,6,36.000
4.539228,7,39.000
5.037435,8,37.000
5.543507,9,43.000
6.034528,10,34.000
6.551658,11,51.000
7.034956,12,34.000
7.537801,13,37.000
8.035528,14,35.000
8.540889,15,40.000
9.035713,16,35.000
9.537053,17,37.000
10.034925,18,34.000
10.541023,19,41.000
11.035218,20,35.000
11.536596,21,36.000
12.035404,22,35.000
12.544441,23,44.000
13.038933,24,38.000
13.544266,25,44.000
14.038189,26,38.000
14.540133,27,40.000
15.038509,28,38.000
15.536947,29,36.000
16.039351,30,39.000
16.545478,31,45.000
17.039102,32,39.000
17.537783,33,37.000
18.036103,34,36.000
18.535225,35,35.000
19.036648,36,36.000
19.535131,37,35.000
