time_s,seq,rtt_ms
2.02329,0,23
2.21358,1,13
2.82078,4,20
3.20257,6,2
3.43562,7,35
3.63308,8,33
3.84238,9,42
4.03248,10,32
4.23937,11,39
4.44415,12,44
4.6467,13,46
4.8503,14,50
5.05363,15,53
5.26036,16,60
5.46519,17,65
5.64344,18,43
5.85022,19,50
6.05293,20,52
6.25743,21,57
6.45911,22,59
6.66222,23,62
6.8681,24,68
7.06835,25,68
7.27162,26,71
7.47783,27,77
7.67898,28,78
7.87696,29,76
8.08083,30,80
8.28451,31,84
8.48735,32,87
8.68918,33,89
8.89056,34,90
9.09686,35,96
9.30101,36,101
9.49594,37,95
9.69779,38,97
9.89913,39,99
10.1036,40,103
10.3041,41,104
10.5072,42,107
10.7092,43,109
10.9115,44,111
11.4707,47,70
11.6692,48,69
11.8604,49,60
12.0791,50,79
12.2769,51,76
12.4819,52,81
12.6912,53,91
12.8949,54,94
13.0976,55,97
13.3313,56,131
13.4713,57,71
13.6999,58,99
13.8575,59,57
14.0573,60,57
14.2594,61,59
14.4667,62,66
14.6703,63,70
14.8763,64,76
15.0728,65,72
15.2792,66,79
15.4865,67,86
15.6618,68,61
15.8662,69,66
16.0685,70,68
16.6094,73,9
16.8305,74,30
17.0157,75,15
17.2039,76,3
17.4138,77,13
17.6386,78,38
17.8429,79,42
18.0441,80,44
18.2513,81,51
18.4582,82,58
18.6578,83,57
18.8601,84,60
19.0657,85,65
19.278,86,77
19.4669,87,66
19.6734,88,73
19.8691,89,69
