time_s,seq,rtt_ms
3.05477,0,1054
3.05478,1,854
3.36091,6,160
3.61306,7,213
3.84288,8,242
4.04837,9,248
4.12784,10,127
4.39792,11,197
4.65022,12,250
4.85324,13,253
5.02105,14,221
5.17212,15,172
5.48059,16,280
5.54562,17,145
5.76725,18,167
5.97522,19,175
6.18686,20,186
6.37529,21,175
6.60403,22,204
6.84709,23,247
7.06241,24,262
7.21743,25,217
7.33807,26,138
7.49529,27,95
7.69968,28,99
7.90205,29,102
8.10491,30,104
8.86488,34,64
9.20669,36,6
9.48986,37,89
9.69247,38,92
9.89741,39,97
10.1,40,99
10.2872,41,87
10.5024,42,102
10.6588,43,58
10.8416,44,41
11.0438,45,43
11.2021,46,2
11.4023,47,2
11.6423,48,42
11.846,49,45
12.0462,50,46
12.8383,54,38
13.2024,56,2
13.4021,57,2
13.6021,58,2
13.8021,59,2
14.0021,60,2
14.2021,61,2
14.4272,62,27
14.6324,63,32
14.8342,64,34
15.0425,65,42
15.2461,66,46
15.4497,67,49
15.6576,68,57
15.8595,69,59
16.0618,70,61
16.274,71,73
16.471,72,70
16.6719,73,71
16.8501,74,50
17.052,75,51
17.2718,76,71
17.4728,77,72
17.6856,78,85
17.8688,79,68
18.0674,80,67
18.2721,81,72
18.4578,82,57
18.6389,83,38
18.8457,84,45
19.0486,85,48
19.2351,86,35
19.4428,87,42
19.6468,88,46
19.8491,89,49
