time_s,seq,rtt_ms
2.02352,0,23
2.40929,2,9
2.60259,3,2
2.8181,4,18
3.02407,5,24
3.27121,6,71
3.47737,7,77
3.67734,8,77
3.87979,9,79
4.08071,10,80
4.24889,11,48
4.48771,12,87
4.7116,13,111
4.85171,14,51
5.04057,15,40
5.23292,16,32
5.47218,17,72
5.63701,18,37
5.84976,19,49
6.03606,20,36
6.23729,21,37
6.44278,22,42
6.64236,23,42
6.85124,24,51
7.05555,25,55
7.25298,26,52
7.4597,27,59
7.66356,28,63
7.86727,29,67
8.06975,30,69
8.81751,34,17
9.02858,35,28
9.20214,36,2
9.40234,37,2
9.65527,38,55
9.86148,39,61
10.0664,40,66
10.2665,41,66
10.4684,42,68
10.6884,43,88
10.8484,44,48
11.0547,45,54
11.2577,46,57
11.4685,47,68
11.6766,48,76
11.8663,49,66
12.0674,50,67
12.2608,51,60
12.45,52,49
12.6596,53,59
12.8644,54,64
13.0637,55,63
13.2639,56,63
13.469,57,69
13.6765,58,76
13.8739,59,73
14.0753,60,75
14.2701,61,70
14.4807,62,80
14.6833,63,83
14.8843,64,84
15.0909,65,90
15.2934,66,93
15.492,67,92
15.6979,68,97
15.8986,69,98
16.1011,70,101
16.3002,71,100
16.6379,73,37
16.8439,74,43
17.034,75,33
17.2021,76,2
17.4021,77,2
17.6378,78,37
17.8429,79,42
18.0553,80,55
18.235,81,35
18.443,82,42
18.6468,83,46
18.8503,84,50
19.0534,85,53
19.2582,86,58
19.4596,87,59
19.6641,88,64
19.8659,89,65
