time_s,seq,rtt_ms
1.025640,0,25.000
1.507225,1,7.000
2.729913,3,229.000
3.210710,4,210.000
3.557994,5,57.000
4.062301,6,62.000
4.563346,7,63.000
5.066354,8,66.000
5.571791,9,71.000
6.058966,10,58.000
6.567181,11,67.000
7.062209,12,62.000
7.698951,13,198.000
8.062305,14,62.000
8.562972,15,62.000
9.108810,16,108.000
9.705874,17,205.000
10.058696,18,58.000
10.560076,19,60.000
11.066507,20,66.000
11.560841,21,60.000
12.061445,22,61.000
12.549710,23,49.000
13.057046,24,57.000
13.552711,25,52.000
14.061015,26,61.000
14.544004,27,44.000
15.045025,28,45.000
15.557168,29,57.000
16.041769,30,41.000
16.547546,31,47.000
17.048507,32,48.000
17.542444,33,42.000
18.148811,34,148.000
18.545740,35,45.000
19.043544,36,43.000
19.544413,37,44.000
