time_s,seq,rtt_ms
2.02306,0,23
2.41411,1,214
2.56512,2,165
2.7314,3,131
2.88815,4,88
3.082,5,82
3.29404,6,94
3.49711,7,97
3.69957,8,99
3.89835,9,98
4.101,10,101
4.27511,11,75
4.51915,12,119
4.67329,13,73
4.87604,14,76
5.05627,15,56
5.25996,16,59
5.46482,17,64
5.66756,18,67
5.86575,19,65
6.07077,20,70
6.26895,21,68
6.47741,22,77
6.67916,23,79
6.88154,24,81
7.08232,25,82
7.28941,26,89
7.48486,27,84
7.69023,28,90
7.89301,29,93
8.4169,32,16
8.63349,33,33
8.82473,34,24
9.01039,35,10
9.20214,36,2
9.47211,37,72
9.67532,38,75
9.88272,39,82
10.0837,40,83
10.2865,41,86
10.4948,42,94
10.6933,43,93
10.8925,44,92
11.0996,45,99
11.2919,46,91
11.4971,47,97
11.6885,48,88
11.9012,49,101
12.0973,50,97
12.2981,51,98
12.5026,52,102
12.7037,53,103
12.9076,54,107
13.1055,55,105
13.3103,56,110
13.509,57,108
13.7091,58,109
13.9116,59,111
14.1133,60,113
14.3155,61,115
14.5207,62,120
14.7215,63,121
14.9198,64,119
15.1247,65,124
15.3289,66,128
15.5296,67,129
15.7225,68,122
15.9314,69,131
16.1302,70,130
16.32,71,120
16.5405,72,140
16.7481,73,148
16.9422,74,142
17.1587,75,158
17.3675,76,167
17.5702,77,170
17.7887,78,188
17.9972,79,197
18.2057,80,205
18.4435,81,243
18.6463,82,246
18.7936,83,193
18.8772,84,77
19.0025,85,2
19.2021,86,2
19.4021,87,2
19.6021,88,2
19.9083,89,108
