time_s,seq,rtt_ms
2.03578,0,35
2.20231,1,2
2.43148,2,31
2.63699,3,36
2.84097,4,40
3.05044,5,50
3.25076,6,50
3.45347,7,53
3.65799,8,57
3.86214,9,62
4.06555,10,65
4.27175,11,71
4.47111,12,71
4.67776,13,77
4.85396,14,53
5.05595,15,55
5.25868,16,58
5.44376,17,43
5.64888,18,48
5.8502,19,50
6.05733,20,57
6.26522,21,65
6.44921,22,49
6.63275,23,32
6.83424,24,34
7.04126,25,41
7.24505,26,45
7.44938,27,49
7.65852,28,58
7.85746,29,57
8.06135,30,61
8.4283,32,28
8.82278,34,22
9.00346,35,3
9.24801,36,48
9.45362,37,53
9.6327,38,32
9.83158,39,31
10.0021,40,2
10.4053,42,5
10.6025,43,2
10.8203,44,20
11.0283,45,28
11.2249,46,24
11.4315,47,31
11.6355,48,35
11.8439,49,43
12.0445,50,44
12.2473,51,47
12.4386,52,38
12.6375,53,37
12.8489,54,48
13.051,55,50
13.2577,56,57
13.4563,57,56
13.6618,58,61
13.8677,59,67
14.0703,60,70
14.2704,61,70
14.4749,62,74
14.6759,63,75
14.8815,64,81
15.0783,65,78
15.2865,66,86
15.4891,67,89
15.6899,68,89
15.8914,69,91
16.0919,70,91
16.2922,71,92
16.498,72,97
16.7018,73,101
16.9008,74,100
17.1048,75,104
17.3072,76,107
17.5098,77,109
17.7101,78,110
17.9109,79,110
18.1106,80,110
18.315,81,114
18.5105,82,110
18.7194,83,119
18.9208,84,120
19.1204,85,120
19.3246,86,124
19.5244,87,124
19.7272,88,127
19.9277,89,127
